fen,cp
2rr2k1/p4p1p/1p6/2p1P3/3p4/3b4/PPP2PPP/R4RK1 w - - 0 24,44
2rr2k1/p4p1p/1p6/2p1P3/3p4/3P4/PP3PPP/R4RK1 b - - 0 24,-41
2rr2k1/p4p1p/8/1pp1P3/3p4/3P4/PP3PPP/R4RK1 w - - 0 25,34
2rr2k1/p4p1p/8/1pp1P3/3p4/3P4/PP3PPP/R2R2K1 b - - 1 25,19
2r3k1/p4p1p/8/1pprP3/3p4/3P4/PP3PPP/R2R2K1 w - - 2 26,42
2r3k1/p4p1p/8/1pprP3/3p1P2/3P4/PP4PP/R2R2K1 b - - 0 26,-40
2r3k1/p4p1p/8/1p1rP3/2pp1P2/3P4/PP4PP/R2R2K1 w - - 0 27,30
2r3k1/p4p1p/8/1p1rP3/2pp1P2/3P4/PP4PP/R3R1K1 b - - 1 27,3
2r3k1/p4p1p/8/1p1rP3/3p1P2/3p4/PP4PP/R3R1K1 w - - 0 28,-3
2r3k1/p4p1p/8/1p1rP3/3p1P2/3p4/PP4PP/3RR1K1 b - - 1 28,1
6k1/p4p1p/8/1p1rP3/3p1P2/3p4/PPr3PP/3RR1K1 w - - 2 29,1
6k1/p4p1p/8/1p1rP3/3p1P2/3R4/PPr3PP/4R1K1 b - - 0 29,2
6k1/p4p1p/8/1p1rP3/3p1P2/3R4/Pr4PP/4R1K1 w - - 0 30,0
7k/p4p1p/8/1p1rP3/3p1P2/6R1/Pr4PP/4R1K1 w - - 2 31,-12
7k/p4p1p/8/1p1rP3/3p1P2/R7/Pr4PP/4R1K1 b - - 3 31,76
7k/p2r1p1p/8/1p2P3/3p1P2/R7/Pr4PP/4R1K1 w - - 4 32,-13
7k/p2r1p1p/8/1p2P3/3p1P2/R7/Pr4PP/3R2K1 b - - 5 32,25
7k/p1r2p1p/8/1p2P3/3p1P2/R7/Pr4PP/3R2K1 w - - 6 33,-12
7k/p1r2p1p/8/1p2P3/3p1P2/R6P/Pr4P1/3R2K1 b - - 0 33,47
7k/p4p1p/8/1p2P3/3p1P2/R6P/Prr3P1/3R2K1 w - - 1 34,1
7k/p4p1p/8/1p2P3/3p1P2/R6P/Prr3P1/2R3K1 b - - 2 34,553
7k/p4p1p/8/1p2P3/3p1P2/R6P/Pr4PK/2r5 b - - 1 35,592
7k/p4p1p/8/1p2P3/3p1P2/R6P/Prr3PK/8 w - - 2 36,-548
7k/R4p1p/8/1p2P3/3p1P2/7P/Prr3PK/8 b - - 0 36,9995
7k/R4p1p/8/1p2P3/3p1P2/7P/Pr4r1/7K b - - 1 37,9996
7k/R6p/8/1p2Pp2/3p1P2/7P/Pr4r1/7K w - f6 0 38,-544
R5rk/7p/8/1p2Pp2/3p1P2/7P/Pr6/7K w - - 2 39,-682
3R2rk/7p/8/1p2Pp2/3p1P2/7P/Pr6/7K b - - 3 39,9997
3R2rk/7p/8/4Pp2/1p1p1P2/7P/Pr6/7K w - - 0 40,-518
6rk/7p/8/4Pp2/1p1R1P2/7P/Pr6/7K b - - 0 40,537
r6k/7p/8/4Pp2/1p1R1P2/7P/Pr6/7K w - - 1 41,-554
r6k/7p/8/4Pp2/1p3P2/7P/Pr6/3R3K b - - 2 41,583
r6k/7p/8/4Pp2/1p3P2/7P/r7/3R3K w - - 0 42,-601
r6k/3R3p/8/4Pp2/1p3P2/7P/r7/7K b - - 1 42,680
r6k/3R3p/8/4Pp2/1p3P2/7P/5r2/7K w - - 2 43,-650
r6k/3R3p/8/4Pp2/1p3P2/7P/5r2/6K1 b - - 3 43,705
r6k/3R3p/8/4Pp2/1p3r2/7P/8/6K1 w - - 0 44,-536
r6k/4R2p/8/4Pp2/1p3r2/7P/8/6K1 b - - 1 44,542
r6k/4R2p/8/4Pp2/1pr5/7P/8/6K1 w - - 2 45,-561
r6k/3R3p/8/4Pp2/1pr5/7P/8/6K1 b - - 3 45,696
7k/3R3p/8/4Pp2/1pr5/7P/5K2/r7 b - - 5 46,507
7k/3R3p/8/4Pp2/1pr5/7P/r7/4K3 b - - 7 47,626
7k/3R3p/8/4Pp2/1p2r3/7P/r7/5K2 b - - 9 48,605
7k/3R3p/8/4rp2/1p6/7P/r7/5K2 w - - 0 49,-599
3R4/6kp/8/4rp2/1p6/7P/r7/5K2 w - - 2 50,-599
8/3R3p/6k1/4rp2/1p6/7P/r7/5K2 w - - 4 51,-595
8/1R5p/6k1/4rp2/1p6/7P/r7/5K2 b - - 5 51,721
8/1R5p/6k1/4rp2/1p6/7P/1r6/5K2 w - - 6 52,-598
8/5R1p/6k1/4rp2/1p6/7P/1r6/5K2 b - - 7 52,9995
8/5k1p/8/4rp2/1p6/7P/1r6/5K2 w - - 0 53,-9996
8/5k1p/8/4rp2/1p5P/8/1r6/5K2 b - - 0 53,9998
8/5k2/8/4rp1p/1p5P/8/1r6/5K2 w - - 0 54,-9999
8/5k2/8/4rp1p/1p5P/8/1r6/6K1 b - - 1 54,9999
rnbqkb1r/pppppp1p/5np1/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 3,-57
r1bqkb1r/pppppp1p/2n2np1/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 1 4,89
r1bqkb1r/pppppp1p/2n2np1/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 2 4,-93
r1bqkb1r/ppp1pp1p/2n2np1/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,99
r1bqkb1r/ppp1pp1p/2n2np1/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 1 5,-84
r1bqkb1r/ppp1pp1p/2n2np1/6B1/2pP4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 6,118
r1bqkb1r/ppp1pp1p/2n2np1/6B1/2pP4/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 6,-114
r1bqkb1r/ppp1pp2/2n2np1/6Bp/2pP4/2N1PN2/PP3PPP/R2QKB1R w KQkq - 0 7,168
r1bqkb1r/ppp1pp2/2n2np1/6Bp/2BP4/2N1PN2/PP3PPP/R2QK2R b KQkq - 0 7,-165
r1bqkb1r/ppp2p2/2n1pnp1/6Bp/2BP4/2N1PN2/PP3PPP/R2QK2R w KQkq - 0 8,245
r1bqkb1r/ppp2p2/2n1pnp1/6Bp/Q1BP4/2N1PN2/PP3PPP/R3K2R b KQkq - 1 8,-178
r1bqk2r/ppp2p2/2n1pnp1/6Bp/QbBP4/2N1PN2/PP3PPP/R3K2R w KQkq - 2 9,263
r1bqk2r/ppp2p2/2n1pnp1/4N1Bp/QbBP4/2N1P3/PP3PPP/R3K2R b KQkq - 3 9,-237
r1bqk2r/ppp2p2/2n1pnp1/4N1Bp/Q1BP4/2P1P3/P4PPP/R3K2R b KQkq - 0 10,-325
r2qk2r/pppb1p2/2n1pnp1/4N1Bp/Q1BP4/2P1P3/P4PPP/R3K2R w KQkq - 1 11,358
r2qk2r/pppb1p2/2n1pnp1/1Q2N1Bp/2BP4/2P1P3/P4PPP/R3K2R b KQkq - 2 11,-337
r2qk2r/pppbnp2/4pnp1/1Q2N1Bp/2BP4/2P1P3/P4PPP/R3K2R w KQkq - 3 12,342
r2qk2r/pQpbnp2/4pnp1/4N1Bp/2BP4/2P1P3/P4PPP/R3K2R b KQkq - 0 12,-325
1r1qk2r/pQpbnp2/4pnp1/4N1Bp/2BP4/2P1P3/P4PPP/R3K2R w KQk - 1 13,480
1r1qk2r/Q1pbnp2/4pnp1/4N1Bp/2BP4/2P1P3/P4PPP/R3K2R b KQk - 0 13,-332
1r1qk2r/Q1pbnp2/4p1p1/3nN1Bp/2BP4/2P1P3/P4PPP/R3K2R w KQk - 1 14,352
1r1qk2r/Q1pNnp2/4p1p1/3n2Bp/2BP4/2P1P3/P4PPP/R3K2R b KQk - 0 14,-359
1r1q3r/Q1pknp2/4p1p1/3n2Bp/2BP4/2P1P3/P4PPP/R3K2R w KQ - 0 15,309
1r1q3r/3knp2/2p1p1p1/3n2Bp/Q1BP4/2P1P3/P4PPP/R3K2R w KQ - 0 16,356
1r5r/Q1qknp2/2p1p1p1/3n2Bp/2BP4/2P1P3/P4PPP/R3K2R w KQ - 2 17,304
1r5r/2nknp2/2p1p1p1/6Bp/2BP4/2P1P3/P4PPP/R3K2R w KQ - 0 18,324
1r5r/2nknp2/2p1p1p1/6Bp/2BPP3/2P5/P4PPP/R3K2R b KQ - 0 18,-267
1r5r/3knp2/2p1p1p1/1n4Bp/2BPP3/2P5/P4PPP/R3K2R w KQ - 1 19,277
1r5r/3knp2/2p1p1p1/1n5p/2BPPB2/2P5/P4PPP/R3K2R b KQ - 2 19,-275
3r3r/3knp2/2p1p1p1/1n5p/2BPPB2/2P5/P4PPP/R3K2R w KQ - 3 20,352
3r3r/3knp2/2p1p1p1/1n5p/2BPPB2/2P5/P4PPP/2R1K2R b K - 4 20,-265
3r3r/3kn3/2p1p1p1/1n3p1p/2BPPB2/2P5/P4PPP/2R1K2R w K - 0 21,288
3r3r/3kn3/2p1p1p1/1n3p1p/2BPPB2/2P2P2/P5PP/2R1K2R b K - 0 21,-324
3r3r/3kn3/2pnp1p1/5p1p/2BPPB2/2P2P2/P5PP/2R1K2R w K - 1 22,334
3r3r/3kn3/2pBp1p1/5p1p/2BPP3/2P2P2/P5PP/2R1K2R b K - 0 22,-316
3r3r/3kn3/2pBp1p1/7p/2BPp3/2P2P2/P5PP/2R1K2R w K - 0 23,516
3r3r/3kB3/2p1p1p1/7p/2BPp3/2P2P2/P5PP/2R1K2R b K - 0 23,-516
3r3r/4k3/2p1p1p1/7p/2BPp3/2P2P2/P5PP/2R1K2R w K - 0 24,491
3r3r/4k3/2p1p1p1/7p/2BPP3/2P5/P5PP/2R1K2R b K - 0 24,-474
3r1r2/4k3/2p1p1p1/7p/2BPP3/2P5/P5PP/2R1K2R w K - 1 25,545
3r1r2/4k3/2p1p1p1/7p/2BPP3/2P5/P5PP/1R2K2R b K - 2 25,-468
3r1r2/4k3/2p1p1p1/8/2BPP2p/2P5/P5PP/1R2K2R w K - 0 26,547
5r2/1R1rk3/2p1p1p1/8/2BPP2p/2P5/P5PP/4K2R w K - 2 27,567
5r2/3rk3/1Rp1p1p1/8/2BPP2p/2P5/P5PP/4K2R b K - 3 27,-487
5r2/3r4/1Rpkp1p1/8/2BPP2p/2P5/P5PP/4K2R w K - 4 28,544
5r2/3r4/1Rpkp1p1/8/2BPP2p/2P5/P2K2PP/7R b - - 5 28,-433
8/3r4/1Rpkp1p1/8/2BPP2p/2P5/P4rPP/2K4R b - - 7 29,-441
8/3r4/1Rpkp1p1/8/2BPP2p/2P5/P5rP/2K4R w - - 0 30,459
8/3r4/1Rpkp1p1/8/2BPP2p/2P5/P5rP/1K5R b - - 1 30,-371
8/2kr4/1Rp1p1p1/8/2BPP2p/2P5/P5rP/1K5R w - - 2 31,471
8/2kr4/R1p1p1p1/8/2BPP2p/2P5/P5rP/1K5R b - - 3 31,-374
8/1k1r4/R1p1p1p1/8/2BPP2p/2P5/P5rP/1K5R w - - 4 32,430
8/1k1r4/2p1p1p1/R7/2BPP2p/2P5/P5rP/1K5R b - - 5 32,-410
8/1k3r2/2p1p1p1/R7/2BPP2p/2P5/P5rP/1K5R w - - 6 33,435
8/1k3r2/2p1B1p1/R7/3PP2p/2P5/P5rP/1K5R b - - 0 33,-342
8/1k6/2p1B1p1/R7/3PP2p/2P5/P4rrP/1K5R w - - 1 34,386
8/1k6/2p1B1p1/R7/3PP2p/2P4P/P4rr1/1K5R b - - 0 34,-372
8/1k6/2p1B1p1/R7/3PP2p/2P4P/P3r1r1/1K5R w - - 1 35,432
8/1k6/2p1B1p1/R3P3/3P3p/2P4P/P3r1r1/1K5R b - - 0 35,-426
8/1k6/2p1B3/R3P1p1/3P3p/2P4P/P3r1r1/1K5R w - - 0 36,515
8/1k6/2p5/R3P1p1/2BP3p/2P4P/P3r1r1/1K5R b - - 1 36,-439
8/1k6/2p5/R3P1p1/2BP3p/2P4P/P1r3r1/1K5R w - - 2 37,381
8/1k6/2p5/2R1P1p1/2BP3p/2P4P/P1r3r1/1K5R b - - 3 37,-307
8/1k6/2p5/2R1P1p1/2BP3p/2P4P/Pr4r1/K6R b - - 5 38,-459
8/1k6/2p5/2R1P1p1/2BP3p/2P4P/Pr5r/K6R w - - 6 39,510
8/1k6/2p5/2R1P1p1/2BP3p/2P4P/Pr5R/K7 b - - 0 39,-537
8/1k6/2p5/2R1P1p1/2BP3p/2P4P/P6r/K7 w - - 0 40,480
8/1k6/2p1B3/2R1P1p1/3P3p/2P4P/P6r/K7 b - - 1 40,-502
8/1k6/2p1B3/2R1P1p1/3P3p/2P4P/PK6/7r b - - 3 41,-568
8/1k6/2p1B3/2R1P1p1/3P3p/2P4P/P6r/1K6 b - - 5 42,-553
8/1k6/2p1B3/2R1P1p1/3P3p/2P4P/P1K5/7r b - - 7 43,-598
8/1k6/2p1B3/2R1P1p1/3P3p/2P4P/P6r/3K4 b - - 9 44,-518
8/1k6/2p1B3/2R1P1p1/3P3p/2P4P/P3K3/7r b - - 11 45,-544
8/1k6/2p1B3/2R1P1p1/3P3p/2P4P/P3K3/6r1 w - - 12 46,580
8/1k6/2p1B3/2R1P1p1/3P3p/2P4P/P4K2/6r1 b - - 13 46,-583
8/1k6/2p1B3/2R1P1p1/3P3p/2P4P/P4K2/r7 w - - 14 47,600
8/1k6/2p1B3/2R1P1p1/3P3p/2P4P/P5K1/r7 b - - 15 47,-576
8/1k6/2p1B3/2R1P1p1/3P3p/2P4P/P5K1/1r6 w - - 16 48,629
8/1k6/2p1B3/2R1P1p1/3P3p/2P4P/P6K/1r6 b - - 17 48,-520
8/1k6/2p1B3/2R1P1p1/3P3p/2P4P/P6K/4r3 w - - 18 49,597
8/1k6/2p5/2R1P1p1/2BP3p/2P4P/P6K/4r3 b - - 19 49,-519
8/1k6/2p5/2R1P1p1/2BP3p/2P4P/P6K/1r6 w - - 20 50,554
8/1k6/2p1P3/2R3p1/2BP3p/2P4P/P6K/1r6 b - - 0 50,-568
1k6/8/2p1P3/2R3p1/2BP3p/2P4P/P6K/1r6 w - - 1 51,638
1k6/8/2p1P3/6R1/2BP3p/2P4P/P6K/1r6 b - - 0 51,-682
1k6/8/2p1P3/8/2BP3p/2P4P/Pr4RK/8 b - - 2 52,-708
1k6/8/2p1P3/8/2BP3p/2P4P/P5r1/7K b - - 1 53,67
1k6/8/2p1P3/8/2BP3p/2P3rP/P7/7K w - - 2 54,-121
1k6/8/2p1P3/8/3P3p/2P3rP/P7/5B1K b - - 3 54,264
1k6/8/2p1P3/8/3P3p/2P1r2P/P7/5B1K w - - 4 55,-172
1k6/8/2p1P3/8/3P3p/2P1r2P/P5B1/7K b - - 5 55,167
1k6/8/2p1r3/8/3P3p/2P4P/P5B1/7K w - - 0 56,-155
1k6/8/2p1r3/8/2PP3p/7P/P5B1/7K b - - 0 56,275
1k6/8/2pr4/8/2PP3p/7P/P5B1/7K w - - 1 57,-257
1k6/8/2pr4/3P4/2P4p/7P/P5B1/7K b - - 0 57,302
1k6/8/3r4/3p4/2P4p/7P/P5B1/7K w - - 0 58,-173
1k6/8/3r4/3P4/7p/7P/P5B1/7K b - - 0 58,197
1k6/8/r7/3P4/7p/7P/P5B1/7K w - - 1 59,-144
1k6/8/r7/3P4/7p/7P/P5B1/6K1 b - - 2 59,263
1k6/8/8/3P4/7p/7P/r5B1/6K1 w - - 0 60,-216
1k6/8/8/3P4/7p/5B1P/r7/6K1 b - - 1 60,229
1k6/8/8/3P4/7p/5B1P/3r4/6K1 w - - 2 61,-316
1k6/8/8/3P4/7p/5B1P/3r4/5K2 b - - 3 61,310
1k6/8/8/3P4/3r3p/5B1P/8/5K2 w - - 4 62,-57
1k6/8/8/3P4/3r3p/5B1P/8/6K1 b - - 5 62,297
1k6/8/8/3P4/r6p/5B1P/8/6K1 w - - 6 63,-60
1k6/8/8/3P4/r6p/5B1P/6K1/8 b - - 7 63,127
1k6/8/8/3P4/7p/r4B1P/6K1/8 w - - 8 64,-53
1k6/8/8/3P4/7p/r4B1P/5K2/8 b - - 9 64,52
1k6/8/8/3P4/7p/1r3B1P/5K2/8 w - - 10 65,-51
1k6/8/8/3P3B/7p/1r5P/5K2/8 b - - 11 65,275
1k6/8/8/3P3B/7p/7r/5K2/8 w - - 0 66,-261
1k6/8/8/3P4/7p/5B1r/5K2/8 b - - 1 66,317
8/k7/8/3P4/7p/5B1r/5K2/8 w - - 2 67,-192
8/k7/3P4/8/7p/5B1r/5K2/8 b - - 0 67,191
8/k7/3P4/8/7p/5B2/7r/4K3 b - - 2 68,167
8/k7/3P4/8/7p/5B2/1r6/4K3 w - - 3 69,-137
8/k2P4/8/8/7p/5B2/1r6/4K3 b - - 0 69,155
1r6/k2P4/8/8/7p/5B2/8/4K3 w - - 1 70,-174
1r6/k2P4/8/8/7p/5B2/8/5K2 b - - 2 70,187
1r6/k2P4/8/8/8/5B1p/8/5K2 w - - 0 71,-23
1r6/k2P4/8/8/8/5B1p/8/6K1 b - - 1 71,12
8/k2P4/8/8/8/5B1p/7K/1r6 b - - 3 72,-2
8/k2P4/8/8/8/5B1K/1r6/8 b - - 0 73,1
8/k2P4/8/8/8/5B1K/3r4/8 w - - 1 74,0
8/k2P4/8/8/6B1/7K/3r4/8 b - - 2 74,13
k7/3P4/8/8/6B1/7K/3r4/8 w - - 3 75,-13
1k6/3P4/8/8/8/5B1K/3r4/8 w - - 5 76,-18
1k6/3P4/8/8/6B1/7K/3r4/8 b - - 6 76,18
8/k2P4/8/8/6B1/7K/3r4/8 w - - 7 77,-17
8/k2P4/8/5B2/8/7K/3r4/8 b - - 8 77,16
8/1k1P4/8/5B2/8/7K/3r4/8 w - - 9 78,-15
8/1k1P4/8/8/6B1/7K/3r4/8 b - - 10 78,16
1k6/3P4/8/8/6B1/7K/3r4/8 w - - 11 79,-15
1k6/3P4/8/5B2/8/7K/3r4/8 b - - 12 79,19
8/2kP4/8/5B2/8/7K/3r4/8 w - - 13 80,-17
8/2kP4/8/8/6B1/7K/3r4/8 b - - 14 80,15
3k4/3P4/8/8/6B1/7K/3r4/8 w - - 15 81,-15
3k4/3P4/4B3/8/8/7K/3r4/8 b - - 16 81,19
8/3Pk3/4B3/8/8/7K/3r4/8 w - - 17 82,-18
8/3Pk3/4B3/8/7K/8/3r4/8 b - - 18 82,474
8/3P4/4k3/8/7K/8/3r4/8 w - - 0 83,-455
3R4/8/4k3/8/7K/8/3r4/8 b - - 0 83,456
3r4/8/4k3/8/7K/8/8/8 w - - 0 84,-502
3r4/8/4k3/8/8/6K1/8/8 b - - 1 84,470
8/8/4k3/8/8/6K1/3r4/8 w - - 2 85,-461
8/8/4k3/8/8/5K2/3r4/8 b - - 3 85,477
8/8/4k3/8/8/5K2/1r6/8 w - - 4 86,-454
8/8/4k3/8/5K2/8/1r6/8 b - - 5 86,461
8/8/5k2/8/5K2/8/1r6/8 w - - 6 87,-422
8/8/5k2/8/8/4K3/1r6/8 b - - 7 87,461
8/6k1/8/8/8/4K3/1r6/8 w - - 8 88,-422
8/6k1/8/8/8/3K4/1r6/8 b - - 9 88,455
6k1/8/8/8/8/3K4/1r6/8 w - - 10 89,-423
6k1/8/8/8/8/4K3/1r6/8 b - - 11 89,431
6k1/8/1r6/8/8/4K3/8/8 w - - 12 90,-415
6k1/8/1r6/8/8/5K2/8/8 b - - 13 90,419
6k1/8/6r1/8/8/5K2/8/8 w - - 14 91,-376
6k1/8/6r1/8/8/8/4K3/8 b - - 15 91,400
6k1/8/8/8/8/6r1/4K3/8 w - - 16 92,-405
6k1/8/8/8/8/6r1/8/4K3 b - - 17 92,445
6k1/6r1/8/8/8/8/8/4K3 w - - 18 93,-403
6k1/6r1/8/8/8/8/8/3K4 b - - 19 93,414
6k1/2r5/8/8/8/8/8/3K4 w - - 20 94,-369
6k1/2r5/8/8/8/8/8/4K3 b - - 21 94,386
6k1/8/8/8/2r5/8/8/4K3 w - - 22 95,-350
6k1/8/8/8/2r5/8/8/3K4 b - - 23 95,366
6k1/8/8/8/1r6/8/8/3K4 w - - 24 96,-361
6k1/8/8/8/1r6/8/2K5/8 b - - 25 96,357
6k1/8/8/1r6/8/8/2K5/8 w - - 26 97,-336
6k1/8/8/1r6/8/8/8/2K5 b - - 27 97,349
6k1/8/1r6/8/8/8/8/2K5 w - - 28 98,-329
6k1/8/1r6/8/8/8/8/3K4 b - - 29 98,354
6k1/8/8/8/8/8/1r6/3K4 w - - 30 99,-369
6k1/8/8/8/8/8/1r6/2K5 b - - 31 99,375
6k1/8/8/8/8/1r6/8/2K5 w - - 32 100,-332
6k1/8/8/8/8/1r6/8/3K4 b - - 33 100,359
6k1/8/8/8/8/4r3/8/3K4 w - - 34 101,-327
6k1/8/8/8/8/4r3/2K5/8 b - - 35 101,334
6k1/8/8/8/8/8/4r3/1K6 b - - 37 102,357
r1bqkbnr/pppp1ppp/2n1p3/8/3P4/1PN5/P1P1PPPP/R1BQKBNR b KQkq - 0 3,0
r1bqk1nr/pppp1ppp/2n1p3/8/1b1P4/1PN5/P1P1PPPP/R1BQKBNR w KQkq - 1 4,44
r1bqk1nr/pppp1ppp/2n1p3/8/1b1P4/1PN5/PBP1PPPP/R2QKBNR b KQkq - 2 4,-52
r1bqk1nr/ppp2ppp/2n1p3/3p4/1b1P4/1PN5/PBP1PPPP/R2QKBNR w KQkq - 0 5,54
r1bqk1nr/ppp2ppp/2n1p3/3p4/1b1P4/1PN1P3/PBP2PPP/R2QKBNR b KQkq - 0 5,-34
r1bqk2r/ppp2ppp/2n1pn2/3p4/1b1P4/1PN1P3/PBP2PPP/R2QKBNR w KQkq - 1 6,35
r1bqk2r/ppp2ppp/2n1pn2/1B1p4/1b1P4/1PN1P3/PBP2PPP/R2QK1NR b KQkq - 2 6,10
r1bq1rk1/ppp2ppp/2n1pn2/1B1p4/1b1P4/1PN1P3/PBP2PPP/R2QK1NR w KQ - 3 7,-7
r1bq1rk1/ppp2ppp/2n1pn2/1B1p4/1b1P4/1PN1P3/PBP1NPPP/R2QK2R b KQ - 4 7,15
r1b2rk1/ppp2ppp/2nqpn2/1B1p4/1b1P4/1PN1P3/PBP1NPPP/R2QK2R w KQ - 5 8,60
r1b2rk1/ppp2ppp/2nqpn2/1B1p4/1b1P4/1PN1P3/PBP1NPPP/R2Q1RK1 b - - 6 8,6
r4rk1/pppb1ppp/2nqpn2/1B1p4/1b1P4/1PN1P3/PBP1NPPP/R2Q1RK1 w - - 7 9,47
r4rk1/pppb1ppp/2nqpn2/1B1p4/1b1P4/PPN1P3/1BP1NPPP/R2Q1RK1 b - - 0 9,-34
r4rk1/pppbqppp/2n1pn2/1B1p4/1b1P4/PPN1P3/1BP1NPPP/R2Q1RK1 w - - 1 10,514
r4rk1/pppbqppp/2n1pn2/1B1p4/1P1P4/1PN1P3/1BP1NPPP/R2Q1RK1 b - - 0 10,-482
r4rk1/pppbqppp/2n2n2/1B1pp3/1P1P4/1PN1P3/1BP1NPPP/R2Q1RK1 w - - 0 11,546
r4rk1/pppbqppp/2B2n2/3pp3/1P1P4/1PN1P3/1BP1NPPP/R2Q1RK1 b - - 0 11,-569
r4rk1/p1pbqppp/2p2n2/3pp3/1P1P4/1PN1P3/1BP1NPPP/R2Q1RK1 w - - 0 12,534
r4rk1/p1pbqppp/2p2n2/3pP3/1P6/1PN1P3/1BP1NPPP/R2Q1RK1 b - - 0 12,-504
r4rk1/p1pb1ppp/2p2n2/3pq3/1P6/1PN1P3/1BP1NPPP/R2Q1RK1 w - - 0 13,603
r4rk1/p1pb1ppp/2p2n2/3pq3/1P1Q4/1PN1P3/1BP1NPPP/R4RK1 b - - 1 13,-551
r4rk1/p1pb1ppp/2p2n2/3p1q2/1P1Q4/1PN1P3/1BP1NPPP/R4RK1 w - - 2 14,598
r4rk1/p1pb1ppp/2p2n2/3p1q2/1P1QP3/1PN5/1BP1NPPP/R4RK1 b - - 0 14,-511
r4rk1/p1pb1ppp/2p2n2/5q2/1P1Qp3/1PN5/1BP1NPPP/R4RK1 w - - 0 15,554
r4rk1/p1pb1ppp/2p2n2/5q2/1P1Qp3/1PN3N1/1BP2PPP/R4RK1 b - - 1 15,-506
r4rk1/p1pb1ppp/2p2n2/8/1P1Qp1q1/1PN3N1/1BP2PPP/R4RK1 w - - 2 16,532
r4rk1/p1pb1ppp/2p2n2/8/1P1QN1q1/1P4N1/1BP2PPP/R4RK1 b - - 0 16,-520
r1b2rk1/p1p2ppp/2p2n2/8/1P1QN1q1/1P4N1/1BP2PPP/R4RK1 w - - 1 17,968
r1b2r1k/p1p2ppp/2p2N2/8/1P1Q2q1/1P4N1/1BP2PPP/R4RK1 w - - 1 18,981
r1b2r1k/p1p2ppp/2p5/8/1P1Q2N1/1P4N1/1BP2PPP/R4RK1 b - - 0 18,-988
r1b2r1k/p1p3pp/2p2p2/8/1P1Q2N1/1P4N1/1BP2PPP/R4RK1 w - - 0 19,1004
r1b2r1k/p1p3pp/2p2p2/8/1P1Q4/1P2N1N1/1BP2PPP/R4RK1 b - - 1 19,-989
r1b2r1k/2p3pp/p1p2p2/8/1P1Q4/1P2N1N1/1BP2PPP/R4RK1 w - - 0 20,1033
r1b2r1k/2p3pp/p1p2p2/8/1P3Q2/1P2N1N1/1BP2PPP/R4RK1 b - - 1 20,-1011
r1b4k/2p2rpp/p1p2p2/8/1P3Q2/1P2N1N1/1BP2PPP/R4RK1 w - - 2 21,1082
r1b4k/2p2rpp/p1p2p2/8/1PQ5/1P2N1N1/1BP2PPP/R4RK1 b - - 3 21,-1077
r1b3k1/2p2rpp/p1p2p2/8/1PQ5/1P2N1N1/1BP2PPP/R4RK1 w - - 4 22,1060
r1b3k1/2p2rpp/p1p2p2/8/1PQ5/1P2N1N1/1BP2PPP/3R1RK1 b - - 5 22,-1095
r5k1/1bp2rpp/p1p2p2/8/1PQ5/1P2N1N1/1BP2PPP/3R1RK1 w - - 6 23,1085
r5k1/1bpR1rpp/p1p2p2/8/1PQ5/1P2N1N1/1BP2PPP/5RK1 b - - 7 23,-1092
5rk1/1bpR1rpp/p1p2p2/8/1PQ5/1P2N1N1/1BP2PPP/5RK1 w - - 8 24,1114
5rk1/1bR2rpp/p1p2p2/8/1PQ5/1P2N1N1/1BP2PPP/5RK1 b - - 0 24,-1065
2b2rk1/2R2rpp/p1p2p2/8/1PQ5/1P2N1N1/1BP2PPP/5RK1 w - - 1 25,1122
2b2rk1/2R2rpp/p1p2p2/8/1PQ1N3/1P2N3/1BP2PPP/5RK1 b - - 2 25,-1046
2b1r1k1/2R2rpp/p1p2p2/8/1PQ1N3/1P2N3/1BP2PPP/5RK1 w - - 3 26,9998
2b1r2k/2R2Qpp/p1p2p2/8/1P2N3/1P2N3/1BP2PPP/5RK1 w - - 1 27,9999
rnbqkbnr/1ppp1ppp/p7/4p3/4P3/N4P2/PPPP2PP/R1BQKBNR b KQkq - 0 3,133
r1bqkbnr/1ppp1ppp/p1n5/4p3/4P3/N4P2/PPPP2PP/R1BQKBNR w KQkq - 1 4,-128
r1bqkbnr/1ppp1ppp/p1n5/4p3/4P3/N4P2/PPPPN1PP/R1BQKB1R b KQkq - 2 4,167
r1bqkb1r/1ppp1ppp/p1n2n2/4p3/4P3/N4P2/PPPPN1PP/R1BQKB1R w KQkq - 3 5,-80
r1bqkb1r/1ppp1ppp/p1n2n2/4p3/4P3/N4PN1/PPPP2PP/R1BQKB1R b KQkq - 4 5,148
r1bqkb1r/1pp2ppp/p1n2n2/3pp3/4P3/N4PN1/PPPP2PP/R1BQKB1R w KQkq - 0 6,-145
r1bqkb1r/1pp2ppp/p1n2n2/3Pp3/8/N4PN1/PPPP2PP/R1BQKB1R b KQkq - 0 6,205
