fen,cp
r1b1kb1r/p4ppp/4p3/1pp5/4P1n1/3PB3/PP1NNPPP/R2K3R b kq - 1 13,89
r1b1k2r/p4ppp/3bp3/1pp5/4P1n1/3PB3/PP1NNPPP/R2K3R w kq - 2 14,-40
r1b1k2r/p4ppp/3bp3/1pp5/3PP1n1/4B3/PP1NNPPP/R2K3R b kq - 0 14,96
r1b2rk1/p4ppp/3bp3/1pp5/3PP1n1/4B3/PP1NNPPP/R2K3R w - - 1 15,-78
r1b2rk1/p4ppp/3bp3/1pp5/3PP1n1/4B3/PP1NNPPP/R1K4R b - - 2 15,210
r1b2rk1/p4ppp/3bp3/1p6/3pP1n1/4B3/PP1NNPPP/R1K4R w - - 0 16,-207
r1b2rk1/p4ppp/3bp3/1p6/3NP1n1/4B3/PP1N1PPP/R1K4R b - - 0 16,232
r4rk1/p2b1ppp/3bp3/1p6/3NP1n1/4B3/PP1N1PPP/R1K4R w - - 1 17,-192
r4rk1/p2b1ppp/3bp3/1p6/4P1n1/4BN2/PP1N1PPP/R1K4R b - - 2 17,253
r4rk1/p2b1ppp/3bp3/1p6/4P3/4nN2/PP1N1PPP/R1K4R w - - 0 18,-224
r4rk1/p2b1ppp/3bp3/1p6/4P3/4nN2/PP1N1PPP/R1K2R2 b - - 1 18,783
r4rk1/p2b1ppp/3bp3/1p6/4P3/5N2/PP1N1PPP/R1K2n2 w - - 0 19,-684
r4rk1/p2b1ppp/3bp3/1p6/4P3/5N2/PP3PPP/R1K2N2 b - - 0 19,692
r1r3k1/p2b1ppp/3bp3/1p6/4P3/5N2/PP3PPP/RK3N2 b - - 2 20,745
r1r3k1/p2b1ppp/4p3/1pb5/4P3/5N2/PP3PPP/RK3N2 w - - 3 21,-701
r1r3k1/p2b1ppp/4p3/1pb1N3/4P3/8/PP3PPP/RK3N2 b - - 4 21,704
r1r3k1/p4ppp/2b1p3/1pb1N3/4P3/8/PP3PPP/RK3N2 w - - 5 22,-665
r1r3k1/p4ppp/2N1p3/1pb5/4P3/8/PP3PPP/RK3N2 b - - 0 22,680
r5k1/p4ppp/2r1p3/1pb5/4P3/8/PP3PPP/RK3N2 w - - 0 23,-696
r5k1/p4ppp/2r1p3/1pb5/4P3/4N3/PP3PPP/RK6 b - - 1 23,687
r5k1/p4ppp/2rbp3/1p6/4P3/4N3/PP3PPP/RK6 w - - 2 24,-637
r5k1/p4ppp/2rbp3/1p6/4P2P/4N3/PP3PP1/RK6 b - - 0 24,659
2r3k1/p4ppp/2rbp3/1p6/4P2P/4N3/PP3PP1/RK6 w - - 1 25,-662
2r3k1/p4ppp/2rbp3/1p6/4P2P/P3N3/1P3PP1/RK6 b - - 0 25,661
2r3k1/p4ppp/2rb4/1p2p3/4P2P/P3N3/1P3PP1/RK6 w - - 0 26,-604
2r3k1/p4ppp/2rb4/1p2p2P/4P3/P3N3/1P3PP1/RK6 b - - 0 26,621
2r3k1/p4ppp/3b4/1p2p2P/4P3/P3N3/KP3PP1/R1r5 b - - 2 27,590
2r3k1/p4ppp/3b4/1p2p2P/4P3/P3N3/1P3PP1/K7 b - - 0 28,587
6k1/p4ppp/3b4/1p2p2P/4P3/P3N3/KP3PP1/2r5 b - - 2 29,542
6k1/p4ppp/3b4/1p2p2P/4P3/P3N3/KP3PP1/7r w - - 3 30,-590
6k1/p4ppp/3b4/1p2p2P/4P1P1/P3N3/KP3P2/7r b - - 0 30,578
6k1/p4ppp/8/1pb1p2P/4P1P1/P3N3/KP3P2/7r w - - 1 31,-601
6k1/p4ppp/8/1pb1pN1P/4P1P1/P7/KP3P2/7r b - - 2 31,603
6k1/p4ppp/8/1p2pN1P/4P1P1/P7/KP3b2/7r w - - 0 32,-606
7k/p3Nppp/8/1p2p2P/4P1P1/P7/KP3b2/7r w - - 2 33,-585
7k/p4ppp/2N5/1p2p2P/4P1P1/P7/KP3b2/7r b - - 3 33,623
7k/p5pp/2N2p2/1p2p2P/4P1P1/P7/KP3b2/7r w - - 0 34,-601
7k/p5pp/5p2/1p2p2P/1N2P1P1/P7/KP3b2/7r b - - 1 34,641
7k/p5pp/5p2/1p2p2P/1N2P1P1/P7/KP3b2/6r1 w - - 2 35,-619
7k/p5pp/5p2/1p1Np2P/4P1P1/P7/KP3b2/6r1 b - - 3 35,626
7k/p5pp/5p2/1p1Np2P/4P1r1/P7/KP3b2/8 w - - 0 36,-623
7k/p5pp/5p2/1p2p2P/4P1r1/P1N5/KP3b2/8 b - - 1 36,661
7k/6pp/p4p2/1p2p2P/4P1r1/P1N5/KP3b2/8 w - - 0 37,-654
7k/6pp/p4p2/1p1Np2P/4P1r1/P7/KP3b2/8 b - - 1 37,646
7k/6pp/p4p2/1p1Np2P/4r3/P7/KP3b2/8 w - - 0 38,-647
7k/6pp/p4p2/1p1Np2P/1P2r3/P7/K4b2/8 b - - 0 38,687
7k/6pp/p4p2/1p1Np2P/1P6/P7/4rb2/1K6 b - - 2 39,714
7k/6pp/p4p2/1p1Np2P/1P6/P7/r4b2/1K6 w - - 3 40,-425
7k/6pp/p4p2/1p1Np2P/1P6/P7/K4b2/8 b - - 0 40,433
6k1/6pp/p4p2/1p1Np2P/1P6/P7/K4b2/8 w - - 1 41,-395
6k1/2N3pp/p4p2/1p2p2P/1P6/P7/K4b2/8 b - - 2 41,453
6k1/2N3pp/pb3p2/1p2p2P/1P6/P7/K7/8 w - - 3 42,-362
6k1/6pp/Nb3p2/1p2p2P/1P6/P7/K7/8 b - - 0 42,412
6k1/6pp/Nb6/1p2pp1P/1P6/P7/K7/8 w - - 0 43,-391
6k1/6pp/1b6/1pN1pp1P/1P6/P7/K7/8 b - - 1 43,410
6k1/6pp/1b6/1pN1p2P/1P3p2/P7/K7/8 w - - 0 44,-392
6k1/6pp/1b6/1pN1p2P/1P3p2/P7/8/1K6 b - - 1 44,430
6k1/6pp/1b6/1pN1p2P/1P6/P4p2/8/1K6 w - - 0 45,-437
6k1/6pp/1b6/1p2p2P/1P2N3/P4p2/8/1K6 b - - 1 45,459
6k1/6pp/1b6/1p2p2P/1P2N3/P7/5p2/1K6 w - - 0 46,-559
6k1/6pp/1b6/1p2p2P/1P6/P5N1/5p2/1K6 b - - 1 46,583
6k1/6pp/1b6/1p5P/1P2p3/P5N1/5p2/1K6 w - - 0 47,-591
6k1/6pp/1b6/1p5P/1P2p3/P7/5p2/1K3N2 b - - 1 47,711
6k1/6pp/1b6/1p5P/1P6/P3p3/5p2/1K3N2 w - - 0 48,-670
6k1/6pp/1b6/1p5P/1P6/P3p3/K4p2/5N2 b - - 1 48,824
6k1/6pp/1b6/1p5P/1P6/P7/K3pp2/5N2 w - - 0 49,-851
6k1/6pp/1b6/1p5P/1P6/P5N1/K3pp2/8 b - - 1 49,1014
7k/6pp/1b6/1p5P/1P6/P5N1/K3pp2/8 w - - 2 50,-687
7k/6pp/1b5P/1p6/1P6/P5N1/K3pp2/8 b - - 0 50,765
7k/6pp/1b5P/1p6/1P6/P5N1/K4p2/4q3 w - - 0 51,-778
8/6kp/1b6/1p6/1P6/P5N1/K4p2/4q3 w - - 0 52,-886
8/6kp/1b6/1p6/PP6/6N1/K4p2/4q3 b - - 0 52,1001
8/6kp/1b6/8/pP6/6N1/K4p2/4q3 w - - 0 53,-908
7k/7p/1b6/5N2/pP6/8/K4p2/4q3 w - - 2 54,-9995
7k/7p/1b1N4/8/pP6/8/K4p2/4q3 b - - 3 54,9997
7k/7p/1b1N4/8/pP6/8/K7/4qq2 w - - 0 55,-9998
7k/7p/1b1N4/8/pP6/8/1K6/4qq2 b - - 1 55,9998
7k/7p/1b1N4/8/pq6/8/K7/5q2 b - - 1 56,9999
rnbqkbnr/1pppppp1/7p/p7/3P4/P1P5/1P2PPPP/RNBQKBNR b KQkq - 0 3,-31
rnbqkb1r/1pppppp1/5n1p/p7/3P4/P1P5/1P2PPPP/RNBQKBNR w KQkq - 1 4,39
rnbqkb1r/1pppppp1/5n1p/p7/1P1P4/P1P5/4PPPP/RNBQKBNR b KQkq - 0 4,51
rnbqkb1r/1pp1ppp1/5n1p/p2p4/1P1P4/P1P5/4PPPP/RNBQKBNR w KQkq - 0 5,-52
rnbqkb1r/1pp1ppp1/5n1p/P2p4/3P4/P1P5/4PPPP/RNBQKBNR b KQkq - 0 5,136
rnbqkb1r/1pp1pp2/5n1p/P2p2p1/3P4/P1P5/4PPPP/RNBQKBNR w KQkq - 0 6,-34
rnbqkb1r/1pp1pp2/5n1p/P2p2p1/3P4/P1P2N2/4PPPP/RNBQKB1R b KQkq - 1 6,81
rn1qkb1r/1pp1pp2/5n1p/P2p2p1/3P4/P1P2N1b/4PPPP/RNBQKB1R w KQkq - 2 7,394
rn1qkb1r/1pp1pp2/5n1p/P2p2p1/3P4/P1P2N1P/4PP1P/RNBQKB1R b KQkq - 0 7,-407
rn1qkb1r/1pp2p2/4pn1p/P2p2p1/3P4/P1P2N1P/4PP1P/RNBQKB1R w KQkq - 0 8,430
rn1qkb1r/1pp2p2/4pn1p/P2p2p1/3PP3/P1P2N1P/5P1P/RNBQKB1R b KQkq - 0 8,-339
rn1qkb1r/1pp2p2/4pn1p/P5p1/3Pp3/P1P2N1P/5P1P/RNBQKB1R w KQkq - 0 9,340
rn1qkb1r/1pp2p2/4pn1p/P3N1p1/3Pp3/P1P4P/5P1P/RNBQKB1R b KQkq - 1 9,-320
1n1qkb1r/1pp2p2/4pn1p/r3N1p1/3Pp3/P1P4P/5P1P/RNBQKB1R w KQk - 0 10,346
1n1qkb1r/1pp2p2/4pn1p/r3N1p1/3Pp3/P1P4P/3N1P1P/R1BQKB1R b KQk - 1 10,-351
3qkb1r/1ppn1p2/4pn1p/r3N1p1/3Pp3/P1P4P/3N1P1P/R1BQKB1R w KQk - 2 11,371
3qkb1r/1ppN1p2/4pn1p/r5p1/3Pp3/P1P4P/3N1P1P/R1BQKB1R b KQk - 0 11,-332
4kb1r/1ppq1p2/4pn1p/r5p1/3Pp3/P1P4P/3N1P1P/R1BQKB1R w KQk - 0 12,346
4kb1r/1ppq1p2/4pn1p/r5p1/3Pp3/P1P4P/3N1PBP/R1BQK2R b KQk - 1 12,-355
4kb1r/1pp2p2/2q1pn1p/r5p1/3Pp3/P1P4P/3N1PBP/R1BQK2R w KQk - 2 13,398
4kb1r/1pp2p2/2q1pn1p/r5p1/3Pp3/P1P4P/2QN1PBP/R1B1K2R b KQk - 3 13,-373
4kb1r/1pp2p2/2q2n1p/r3p1p1/3Pp3/P1P4P/2QN1PBP/R1B1K2R w KQk - 0 14,432
4kb1r/1pp2p2/2q2n1p/r3p1p1/3Pp3/P1P4P/2QN1P1P/R1B1KB1R b KQk - 1 14,-160
4kb1r/1pp2p2/2q2n1p/r5p1/3pp3/P1P4P/2QN1P1P/R1B1KB1R w KQk - 0 15,157
4kb1r/1pp2p2/2q2n1p/r5p1/2Npp3/P1P4P/2Q2P1P/R1B1KB1R b KQk - 1 15,-159
r3kb1r/1pp2p2/2q2n1p/6p1/2Npp3/P1P4P/2Q2P1P/R1B1KB1R w KQk - 2 16,173
r3kb1r/1pp2p2/2q2n1p/6p1/2NPp3/P6P/2Q2P1P/R1B1KB1R b KQk - 0 16,-165
r3k2r/1pp2p2/2q2n1p/6p1/1bNPp3/P6P/2Q2P1P/R1BK1B1R b k - 2 17,-123
r3k2r/1pp2p2/2q2n1p/6p1/1bNP4/P3p2P/2Q2P1P/R1BK1B1R w k - 0 18,137
r3k2r/1pp2p2/2q2n1p/6p1/1bNP4/P3p2P/2Q2P1P/R1BK1BR1 b k - 1 18,-150
r3k2r/1pp2p2/5n1p/6p1/1bNP4/P3pq1P/4QP1P/R1BK1BR1 b k - 3 19,-258
r3k2r/1pp2p2/5n1p/6p1/1bNP4/P3p2P/4KP1P/R1B2BR1 b k - 0 20,-258
r3k2r/1pp2p2/5n1p/6p1/2NP4/P1b1p2P/4KP1P/R1B2BR1 w k - 1 21,262
r3k2r/1pp2p2/5n1p/6p1/2NP4/P1b1p2P/1B2KP1P/R4BR1 b k - 2 21,-257
r3k2r/1pp2p2/5n1p/6p1/2NP4/P1b4P/1B2Kp1P/R4BR1 w k - 0 22,264
r3k2r/1pp2p2/5n1p/6p1/2NP4/P1b4P/1B3K1P/R4BR1 b k - 0 22,-248
r3k2r/1pp2p2/5n1p/6p1/2NP4/P6P/1b3K1P/R4BR1 w k - 0 23,248
r3k2r/1pp2p2/5n1p/6p1/3P4/P6P/1N3K1P/R4BR1 b k - 0 23,-261
3rk2r/1pp2p2/5n1p/6p1/3P4/P6P/1N3K1P/R4BR1 w k - 1 24,253
3rk2r/1pp2p2/5n1p/6p1/3P4/P6P/1N3K1P/R4B1R b k - 2 24,-119
4k2r/1pp2p2/5n1p/6p1/3r4/P6P/1N3K1P/R4B1R w k - 0 25,125
4k2r/1pp2p2/5n1p/6p1/3r4/P6P/1N5P/R4BKR b k - 1 25,-20
5rk1/1pp2p2/5n1p/6p1/3r4/P6P/1N5P/R4BKR w - - 2 26,4
5rk1/1pp2p2/5n1p/6p1/2Nr4/P6P/7P/R4BKR b - - 3 26,-2
5rk1/1pp2p2/5n1p/8/2Nr2p1/P6P/7P/R4BKR w - - 0 27,83
5rk1/1pp2p2/5n1p/4N3/3r2p1/P6P/7P/R4BKR b - - 1 27,-39
5rk1/1pp2p2/5n1p/4N3/3r4/P6p/7P/R4BKR w - - 0 28,40
5rk1/1pp2p2/5n1p/4N3/3r4/P6B/7P/R5KR b - - 0 28,-71
3r2k1/1pp2p2/5n1p/4N3/3r4/P6B/7P/R5KR w - - 1 29,98
3r2k1/1pp2p2/5n1p/4N3/3r4/P6B/7P/5RKR b - - 2 29,-62
3r2k1/1pp2p2/5n1p/4N3/8/P6B/7P/3r1RKR w - - 3 30,128
3r2k1/1pp2p2/5n1p/8/6N1/P6B/7P/3r1RKR b - - 4 30,-74
3r2k1/1pp2p2/5n1p/8/6N1/P6B/7P/5K1R b - - 0 31,-52
6k1/1pp2p2/5n1p/8/6N1/P6B/5K1P/3r3R b - - 2 32,540
6k1/1pp2p2/7p/8/6B1/P7/5K1P/3r3R b - - 0 33,577
6k1/1pp2p2/7p/8/6B1/P7/5K1P/7r w - - 0 34,-554
6k1/1pp2p2/7p/8/6B1/P7/6KP/7r b - - 1 34,581
6k1/1pp2p2/7p/8/6B1/P7/6KP/r7 w - - 2 35,-568
2B3k1/1pp2p2/7p/8/8/P7/6KP/r7 b - - 3 35,581
2B3k1/2p2p2/1p5p/8/8/P7/6KP/r7 w - - 0 36,-562
6k1/2p2p2/1p5p/5B2/8/P7/6KP/r7 b - - 1 36,620
6k1/2p2p2/1p5p/5B2/8/P7/r6P/6K1 b - - 3 37,623
6k1/2p2p2/1p5p/5B2/8/r7/7P/6K1 w - - 0 38,-597
6k1/2p2p2/1p5p/5B2/8/r7/6KP/8 b - - 1 38,609
6k1/2p2p2/7p/1p3B2/8/r7/6KP/8 w - - 0 39,-590
6k1/2p2p2/7p/1p6/4B3/r7/6KP/8 b - - 1 39,616
6k1/2p2p2/7p/1p6/4B3/8/6KP/r7 w - - 2 40,-564
6k1/2p2p2/7p/1p6/4B3/7P/6K1/r7 b - - 0 40,620
6k1/2p2p2/7p/1p6/4B3/7P/6K1/4r3 w - - 1 41,-596
6k1/2p2p2/7p/1p6/8/5B1P/6K1/4r3 b - - 2 41,633
6k1/2p2p2/7p/1p6/8/7P/4B1K1/8 b - - 0 42,17
6k1/2p5/5p1p/1p6/8/7P/4B1K1/8 w - - 0 43,-2
6k1/2p5/5p1p/1B6/8/7P/6K1/8 b - - 0 43,4
8/2p2k2/5p1p/1B6/8/7P/6K1/8 w - - 1 44,-3
8/2p3k1/5p1p/8/2B5/7P/6K1/8 w - - 3 45,-6
8/2p3k1/4Bp1p/8/8/7P/6K1/8 b - - 4 45,11
8/2p4k/4Bp1p/8/8/7P/6K1/8 w - - 5 46,-7
8/2p4k/4Bp1p/8/8/7P/8/6K1 b - - 6 46,17
8/2p3k1/4Bp1p/8/8/7P/8/6K1 w - - 7 47,-18
8/2p3k1/5p1p/5B2/8/7P/8/6K1 b - - 8 47,23
6k1/2p5/5p1p/5B2/8/7P/8/6K1 w - - 9 48,-17
6k1/2p5/5p1p/8/8/3B3P/8/6K1 b - - 10 48,12
8/2p3k1/5p1p/8/8/3B3P/8/6K1 w - - 11 49,-9
8/2p3k1/5p1p/8/4B3/7P/8/6K1 b - - 12 49,20
6k1/2p5/5p1p/8/4B3/7P/8/6K1 w - - 13 50,-11
8/2p3k1/5p1p/3B4/8/7P/8/6K1 w - - 15 51,-10
8/2p3k1/4Bp1p/8/8/7P/8/6K1 b - - 16 51,23
8/2p4k/4Bp1p/8/8/7P/8/6K1 w - - 17 52,-9
8/2p4k/4Bp1p/8/8/7P/8/5K2 b - - 18 52,23
8/2p3k1/4Bp1p/8/8/7P/8/5K2 w - - 19 53,-16
8/2p3k1/4Bp1p/8/7P/8/8/5K2 b - - 0 53,11
8/2p4k/4Bp1p/8/7P/8/8/5K2 w - - 1 54,-6
8/2p4k/4Bp1p/8/7P/8/5K2/8 b - - 2 54,8
8/2p3k1/4Bp1p/8/7P/8/5K2/8 w - - 3 55,-8
8/2p3k1/4Bp1p/7P/8/8/5K2/8 b - - 0 55,26
8/2p4k/4Bp1p/7P/8/8/5K2/8 w - - 1 56,0
8/2p3k1/5p1p/5B1P/8/8/5K2/8 w - - 3 57,-11
8/2p3k1/5p1p/5B1P/8/8/6K1/8 b - - 4 57,0
6k1/2p5/5p1p/5B1P/8/8/6K1/8 w - - 5 58,0
6k1/2p5/5p1p/5B1P/8/8/8/6K1 b - - 6 58,5
8/2p3k1/5p1p/5B1P/8/8/8/6K1 w - - 7 59,0
2B5/2p3k1/5p1p/7P/8/8/8/6K1 b - - 8 59,25
2B5/2p4k/5p1p/7P/8/8/8/6K1 w - - 9 60,-3
2B5/2p4k/5p1p/7P/8/8/8/5K2 b - - 10 60,4
2B5/7k/2p2p1p/7P/8/8/8/5K2 w - - 0 61,-1
2B5/7k/2p2p1p/7P/8/8/8/6K1 b - - 1 61,1
2B5/6k1/2p2p1p/7P/8/8/8/6K1 w - - 2 62,-2
8/6k1/2p2p1p/5B1P/8/8/8/6K1 b - - 3 62,10
8/6k1/5p1p/2p2B1P/8/8/8/6K1 w - - 0 63,-4
8/6k1/4Bp1p/2p4P/8/8/8/6K1 b - - 1 63,25
8/7k/4Bp1p/2p4P/8/8/8/6K1 w - - 2 64,-1
8/7k/4Bp1p/2p4P/8/8/8/7K b - - 3 64,24
8/6k1/4Bp1p/2p4P/8/8/8/7K w - - 4 65,-2
8/6k1/4Bp1p/2p4P/8/8/6K1/8 b - - 5 65,26
8/6k1/4Bp1p/7P/2p5/8/6K1/8 w - - 0 66,0
8/6k1/5p1p/7P/2B5/8/6K1/8 b - - 0 66,-3
5k2/8/5p1p/7P/2B5/8/6K1/8 w - - 1 67,15
5k2/8/4Bp1p/7P/8/8/6K1/8 b - - 2 67,1
8/6k1/4Bp1p/7P/8/8/6K1/8 w - - 3 68,4
8/6k1/5p1p/7P/8/7B/6K1/8 b - - 4 68,-16
8/7k/5p1p/7P/8/7B/6K1/8 w - - 5 69,18
8/7k/5p1p/7P/8/7B/5K2/8 b - - 6 69,-25
8/6k1/5p1p/7P/8/7B/5K2/8 w - - 7 70,29
8/6k1/4Bp1p/7P/8/8/5K2/8 b - - 8 70,3
8/7k/4Bp1p/7P/8/8/5K2/8 w - - 9 71,28
8/7k/4Bp1p/7P/8/8/8/6K1 b - - 10 71,0
8/6k1/4Bp1p/7P/8/8/8/6K1 w - - 11 72,16
8/6k1/4Bp1p/7P/8/8/8/7K b - - 12 72,15
8/7k/4Bp1p/7P/8/8/8/7K w - - 13 73,25
8/7k/4Bp1p/7P/8/8/8/6K1 b - - 14 73,-1
8/6k1/4Bp1p/7P/8/8/8/6K1 w - - 15 74,22
8/6k1/5p1p/7P/8/7B/8/6K1 b - - 16 74,14
8/7k/5p1p/7P/8/7B/8/6K1 w - - 17 75,19
r1bqkb1r/pppppppp/2n2n2/8/2P5/2N4N/PP1PPPPP/R1BQKB1R b KQkq - 2 3,55
r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2N4N/PP1PPPPP/R1BQKB1R w KQkq - 0 4,-55
r1bqkb1r/pppp1ppp/2n2n2/4p3/2P1P3/2N4N/PP1P1PPP/R1BQKB1R b KQkq - 0 4,69
r1bqk2r/pppp1ppp/2n2n2/2b1p3/2P1P3/2N4N/PP1P1PPP/R1BQKB1R w KQkq - 1 5,-64
r1bqk2r/pppp1ppp/2n2n2/2b1p1N1/2P1P3/2N5/PP1P1PPP/R1BQKB1R b KQkq - 2 5,144
r1bqk2r/pppp1pp1/2n2n1p/2b1p1N1/2P1P3/2N5/PP1P1PPP/R1BQKB1R w KQkq - 0 6,-146
r1bqk2r/pppp1pp1/2n2n1p/2b1p3/2P1P3/2N2N2/PP1P1PPP/R1BQKB1R b KQkq - 1 6,175
r1bqk2r/pppp1pp1/2n4p/2b1p3/2P1P1n1/2N2N2/PP1P1PPP/R1BQKB1R w KQkq - 2 7,-151
r1bqk2r/pppp1pp1/2n4p/2b1p3/2PPP1n1/2N2N2/PP3PPP/R1BQKB1R b KQkq - 0 7,163
r1bqk2r/pppp1pp1/2n4p/2b5/2PpP1n1/2N2N2/PP3PPP/R1BQKB1R w KQkq - 0 8,-177
r1bqk2r/pppp1pp1/2n4p/1Nb5/2PpP1n1/5N2/PP3PPP/R1BQKB1R b KQkq - 1 8,206
r1bqk2r/pppp1pp1/2n4p/1Nb5/2P1P1n1/3p1N2/PP3PPP/R1BQKB1R w KQkq - 0 9,-216
r1bqk2r/pppp1pp1/2n4p/1Nb5/2P1PBn1/3p1N2/PP3PPP/R2QKB1R b KQkq - 1 9,314
r1bqk2r/pppp1pp1/2n4p/1Nb5/2P1PB2/3p1N2/PP3nPP/R2QKB1R w KQkq - 0 10,-280
r1bq1k1r/ppNp1pp1/2n4p/2b5/2P1PB2/3p1N2/PP3nPP/R2QKB1R w KQ - 1 11,-305
r1bq1k1r/ppNp1pp1/2n4p/2b5/Q1P1PB2/3p1N2/PP3nPP/R3KB1R b KQ - 2 11,395
r1b2k1r/ppNpqpp1/2n4p/2b5/Q1P1PB2/3p1N2/PP3nPP/R3KB1R w KQ - 3 12,-293
r1b2k1r/ppNpqpp1/2n4p/2b5/Q1P1PB2/3p4/PP1N1nPP/R3KB1R b KQ - 4 12,369
r1b2k1r/ppNpqpp1/2n4p/2b5/Q1P1PB2/3p4/PP1N2PP/R3KB1n w Q - 0 13,-340
N1b2k1r/pp1pqpp1/2n4p/2b5/Q1P1PB2/3p4/PP1N2PP/R3KB1n b Q - 0 13,439
N1b2k1r/pp1p1pp1/2n4p/2b5/Q1P1PB1q/3p2P1/PP1N3P/R3KB1n b Q - 0 14,432
N1b2k1r/pp1p1pp1/2n4p/2b5/Q1P1PB2/3p2P1/PP1N3q/R3KB1n w Q - 0 15,-401
N1b2k1r/pp1p1pp1/2n4p/2b5/Q1P1PB2/3B2P1/PP1N3q/R3K2n b Q - 0 15,461
N1b2k1r/pp1p1pp1/2n4p/2b5/Q1P1PB2/3B2P1/PP1N1q2/R2K3n b - - 2 16,491
N1b2k1r/pp1p1pp1/2n4p/2b5/Q1P1PB2/3B2n1/PP1N1q2/R2K4 w - - 0 17,-506
N1b2k1r/pp1p1pp1/2nb3p/8/Q1P1P3/3B2n1/PP1N1q2/R2K4 w - - 0 18,-651
N1b2k1r/pp1p1pp1/2nb3p/2P5/Q3P3/3B2n1/PP1N1q2/R2K4 b - - 0 18,778
N1b2k1r/pp1p1pp1/2nb3p/2P5/Q3P3/3B2n1/PPKN4/R5q1 b - - 2 19,600
N1b2k1r/pp1p1pp1/3b3p/2P5/Q2nP3/2KB2n1/PP1N4/R5q1 b - - 4 20,588
N1b2k1r/pp1p1pp1/3b3p/2P5/Q2nP3/2KB2n1/PP1N4/q7 w - - 0 21,-509
N1b2k1r/pp1p1pp1/3P3p/8/Q2nP3/2KB2n1/PP1N4/q7 b - - 0 21,532
N1b2k1r/pp1p1pp1/3P3p/8/Q2nP3/2K5/PP1NB3/q7 b - - 0 22,429
N1b2k1r/pp1p2p1/3P3p/5p2/Q2nP3/2K5/PP1NB3/q7 w - - 0 23,263
N1b2k1r/pp1p2p1/3P3p/5p2/3QP3/2K5/PP1NB3/q7 b - - 0 23,-256
N1b2k1r/pp1p2p1/3P3p/5p2/3QP3/2K5/PP1NB3/4q3 w - - 1 24,332
N1b2k1r/pp1p2p1/3P3p/5p2/3QP3/2KB4/PP1N4/4q3 b - - 2 24,-309
N1b2k1r/pp1p2p1/3P3p/8/3Qp3/2KB4/PP1N4/4q3 w - - 0 25,435
N1b2k1r/pp1p2p1/3P3p/8/3QB3/2K5/PP1N4/4q3 b - - 0 25,-274
N1b2k1r/p2p2p1/1p1P3p/8/3QB3/2K5/PP1N4/4q3 w - - 0 26,381
N1b2k1r/p2p2p1/1p1P3p/8/3QB3/8/PPKN4/4q3 b - - 1 26,-332
N1b2k1r/p2p2p1/1p1P3p/8/3QB2q/8/PPKN4/8 w - - 2 27,456
N1b2k1r/p2p2p1/1p1P3p/8/2Q1B2q/8/PPKN4/8 b - - 3 27,-303
N4k1r/pb1p2p1/1p1P3p/8/2Q1B2q/8/PPKN4/8 w - - 4 28,325
N4k1r/pB1p2p1/1p1P3p/8/2Q4q/8/PPKN4/8 b - - 0 28,-364
N4k1r/pB1p2p1/1p1P3p/8/2N5/8/PPK5/8 b - - 0 29,-370
N5kr/pB1p2p1/1p1P3p/8/2N5/8/PPK5/8 w - - 1 30,471
6kr/pBNp2p1/1p1P3p/8/2N5/8/PPK5/8 b - - 2 30,-427
6kr/pBNp2p1/1p1P4/7p/2N5/8/PPK5/8 w - - 0 31,498
6kr/pBNp2p1/1p1P4/7p/2N5/P7/1PK5/8 b - - 0 31,-386
6kr/pBNp2p1/1p1P4/8/2N4p/P7/1PK5/8 w - - 0 32,415
2B3kr/p1Np2p1/1p1P4/8/2N4p/P7/1PK5/8 b - - 1 32,-337
2B3kr/p1Np4/1p1P4/6p1/2N4p/P7/1PK5/8 w - - 0 33,481
6kr/p1NB4/1p1P4/6p1/2N4p/P7/1PK5/8 b - - 0 33,-470
6kr/p1NB4/1p1P4/6p1/2N5/P6p/1PK5/8 w - - 0 34,558
5k1r/p1N5/1p1PB3/6p1/2N5/P6p/1PK5/8 w - - 2 35,414
5k1r/p1N5/1p1P4/3B2p1/2N5/P6p/1PK5/8 b - - 3 35,-401
7r/p1N3k1/1p1P4/3B2p1/2N5/P6p/1PK5/8 w - - 4 36,506
7r/p1N3k1/1p1P4/3B2p1/2N5/P6p/1P6/1K6 b - - 5 36,-206
7r/p1N3k1/1p1P4/3B2p1/2N5/P7/1P5p/1K6 w - - 0 37,320
7r/p1N3k1/1p1P4/6p1/2N5/P7/1P5p/1K5B b - - 1 37,-299
7r/p1N5/1p1P1k2/6p1/2N5/P7/1P5p/1K5B w - - 2 38,351
7r/p7/1p1P1k2/1N4p1/2N5/P7/1P5p/1K5B b - - 3 38,-213
4r3/p7/1p1P1k2/1N4p1/2N5/P7/1P5p/1K5B w - - 4 39,227
4r3/p7/1p1P1k2/1N4p1/2N5/P7/KP5p/7B b - - 5 39,-181
8/p7/1p1P1k2/1N4p1/2N5/P7/KP5p/4r2B w - - 6 40,169
8/p7/1p1P1k2/1N4p1/2N5/P7/KP4Bp/4r3 b - - 7 40,-150
8/p7/1p1P1k2/1N4p1/2N5/P7/KP4Bp/2r5 w - - 8 41,201
8/p2P4/1p3k2/1N4p1/2N5/P7/KP4Bp/2r5 b - - 0 41,-217
8/p2Pk3/1p6/1N4p1/2N5/P7/KP4Bp/2r5 w - - 1 42,297
