fen,cp
rnbqkbnr/ppp3pp/5p2/3pp3/P7/2N3P1/1PPPPP1P/R1BQKBNR w KQkq - 0 4,-67
rnbqkbnr/ppp3pp/5p2/3pp3/P3P3/2N3P1/1PPP1P1P/R1BQKBNR b KQkq - 0 4,93
rnbqkbnr/ppp3pp/5p2/4p3/P2pP3/2N3P1/1PPP1P1P/R1BQKBNR w KQkq - 0 5,-93
rnbqkbnr/ppp3pp/5p2/4p3/P2pP3/6P1/1PPPNP1P/R1BQKBNR b KQkq - 1 5,112
r1bqkbnr/ppp3pp/2n2p2/4p3/P2pP3/6P1/1PPPNP1P/R1BQKBNR w KQkq - 2 6,-87
r1bqkbnr/ppp3pp/2n2p2/4p3/P2pP3/5NP1/1PPPNP1P/R1BQKB1R b KQkq - 3 6,149
r1bqkbnr/ppp3pp/2n5/4pp2/P2pP3/5NP1/1PPPNP1P/R1BQKB1R w KQkq - 0 7,-102
r1bqkbnr/ppp3pp/2n5/4pp2/P2pP3/3P1NP1/1PP1NP1P/R1BQKB1R b KQkq - 0 7,130
r1bqkbnr/p1p3pp/1pn5/4pp2/P2pP3/3P1NP1/1PP1NP1P/R1BQKB1R w KQkq - 0 8,76
r1bqkbnr/p1p3pp/1pn5/4pp2/P2pP3/3P1NP1/1PP1NPBP/R1BQK2R b KQkq - 1 8,-77
r1bqkb1r/p1p3pp/1pn2n2/4pp2/P2pP3/3P1NP1/1PP1NPBP/R1BQK2R w KQkq - 2 9,83
r1bqkb1r/p1p3pp/1pn2n2/4ppB1/P2pP3/3P1NP1/1PP1NPBP/R2QK2R b KQkq - 3 9,21
r1bqk2r/p1p3pp/1pn2n2/4ppB1/Pb1pP3/2PP1NP1/1P2NPBP/R2QK2R b KQkq - 0 10,-80
r1bqk2r/p1p3pp/1pn2n2/4ppB1/Pb2P3/2pP1NP1/1P2NPBP/R2QK2R w KQkq - 0 11,87
r1bqk2r/p1p3pp/1pn2n2/4ppB1/Pb2P3/2PP1NP1/4NPBP/R2QK2R b KQkq - 0 11,-82
r1bqk2r/p1p3pp/1pn2n2/2b1ppB1/P3P3/2PP1NP1/4NPBP/R2QK2R w KQkq - 1 12,226
r1bqk2r/p1p3pp/1pn2B2/2b1pp2/P3P3/2PP1NP1/4NPBP/R2QK2R b KQkq - 0 12,-121
r1b1k2r/p1p3pp/1pn2q2/2b1pp2/P3P3/2PP1NP1/4NPBP/R2QK2R w KQkq - 0 13,121
r1b1k2r/p1p3pp/1pn2q2/2b1pP2/P7/2PP1NP1/4NPBP/R2QK2R b KQkq - 0 13,67
r3k2r/p1p3pp/1pn2q2/2b1pb2/P7/2PP1NP1/4NPBP/R2QK2R w KQkq - 0 14,-64
r3k2r/p1p3pp/1pn2q2/2b1pb2/P6N/2PP2P1/4NPBP/R2QK2R b KQkq - 1 14,105
r3k2r/p1p3pp/1pn2q2/2b1p3/P5bN/2PP2P1/4NPBP/R2QK2R w KQkq - 2 15,-98
r3k2r/p1p3pp/1pn2q2/2b1p3/P5bN/2PP2P1/4NPBP/R2Q1RK1 b kq - 3 15,93
r4rk1/p1p3pp/1pn2q2/2b1p3/P5bN/2PP2P1/4NPBP/R2Q1RK1 w - - 4 16,-89
r4rk1/p1p3pp/1pn2q2/2b1p3/P2P2bN/2P3P1/4NPBP/R2Q1RK1 b - - 0 16,198
3r1rk1/p1p3pp/1pn2q2/2b1p3/P2P2bN/2P3P1/4NPBP/R2Q1RK1 w - - 1 17,-170
3r1rk1/p1p3pp/1pB2q2/2b1p3/P2P2bN/2P3P1/4NP1P/R2Q1RK1 b - - 0 17,256
3r1rk1/p1p3pp/1pq5/2b1p3/P2P2bN/2P3P1/4NP1P/R2Q1RK1 w - - 0 18,-128
3r2k1/p1p2rpp/1pq5/2b1p3/P2P2bN/1QP3P1/4NP1P/R4RK1 w - - 2 19,-10
3r2k1/p1p2rpp/1pq5/2P1p3/P5bN/1QP3P1/4NP1P/R4RK1 b - - 0 19,68
3r2k1/p1p2rpp/1pq5/2P1p3/P6N/1QP3P1/4bP1P/R4RK1 w - - 0 20,-5
3r2k1/p1p2rpp/1pq5/2P1p3/P6N/1QP3P1/4bP1P/R3R1K1 b - - 1 20,2
6k1/p1p2rpp/1pq5/2P1p3/P6N/1QP3P1/3rbP1P/R3R1K1 w - - 2 21,33
6k1/p1p2rpp/1pq5/2P1p3/P6N/1QP3P1/R2rbP1P/4R1K1 b - - 3 21,-23
6k1/p1p2rpp/1pq5/2P1p3/P6N/1QP3P1/r3bP1P/4R1K1 w - - 0 22,21
6k1/p1p2rpp/1pq5/2P1p3/P6N/2P3P1/Q3bP1P/4R1K1 b - - 0 22,-21
6k1/p1p2rpp/1pq5/2P1p3/P6N/2Pb2P1/Q4P1P/4R1K1 w - - 1 23,108
6k1/p1p2rpp/1pq5/2P1R3/P6N/2Pb2P1/Q4P1P/6K1 b - - 0 23,-106
5k2/p1p2rpp/1pq5/2P1R3/P6N/2Pb2P1/Q4P1P/6K1 w - - 1 24,97
5k2/p1p2rpp/1pq3b1/2P1R3/P7/2P3P1/Q4P1P/6K1 w - - 0 25,-363
5k2/p1p2rpp/1Pq3b1/4R3/P7/2P3P1/Q4P1P/6K1 b - - 0 25,416
5k2/2p2rpp/1pq3b1/4R3/P7/2P3P1/Q4P1P/6K1 w - - 0 26,-354
5k2/2p2rpp/1pq3b1/3QR3/P7/2P3P1/5P1P/6K1 b - - 1 26,478
5k2/2p2rpp/1p4b1/3qR3/P7/2P3P1/5P1P/6K1 w - - 0 27,-480
5k2/2p2rpp/1p4b1/3R4/P7/2P3P1/5P1P/6K1 b - - 0 27,484
5k2/2p1r1pp/1p4b1/3R4/P7/2P3P1/5P1P/6K1 w - - 1 28,-462
5k2/2p1r1pp/1p4b1/8/P7/2P3P1/5P1P/3R2K1 b - - 2 28,512
5k2/2p1r1pp/1p6/8/P7/2P3P1/2b2P1P/3R2K1 w - - 3 29,-446
5k2/2p1r1pp/1p6/8/P7/2P3P1/2b2P1P/R5K1 b - - 4 29,477
5k2/2p3pp/1p6/4r3/P7/2P3P1/2b2P1P/R5K1 w - - 5 30,-484
5k2/2p3pp/1p6/4r3/P7/2P3P1/R1b2P1P/6K1 b - - 6 30,506
5k2/2p3pp/1p6/4r3/P7/2P3P1/R4P1P/3b2K1 w - - 7 31,-507
5k2/2p3pp/1p6/4r3/P7/2P3PP/R4P2/3b2K1 b - - 0 31,528
5k2/2p3pp/1p6/4r3/P7/2P3PP/R1b2P2/6K1 w - - 1 32,-20
5k2/2p3pp/1p6/4r3/P7/2P3PP/2R2P2/6K1 b - - 0 32,24
5k2/2p3pp/1p6/8/P7/2P3PP/2R2PK1/4r3 b - - 2 33,64
6k1/2p3pp/1p6/8/P7/2P3PP/2R2PK1/4r3 w - - 3 34,60
6k1/2p3pp/1p6/8/P7/2P3PP/3R1PK1/4r3 b - - 4 34,-56
4r1k1/2p3pp/1p6/8/P7/2P3PP/3R1PK1/8 w - - 5 35,138
4r1k1/2pR2pp/1p6/8/P7/2P3PP/5PK1/8 b - - 6 35,-67
2r3k1/2pR2pp/1p6/8/P7/2P3PP/5PK1/8 w - - 7 36,156
2r3k1/2pR2pp/1p6/8/P1P5/6PP/5PK1/8 b - - 0 36,-97
2r3k1/3R2pp/1p6/2p5/P1P5/6PP/5PK1/8 w - - 0 37,254
2r3k1/4R1pp/1p6/2p5/P1P5/6PP/5PK1/8 b - - 1 37,-1
r5k1/4R1pp/1p6/2p5/P1P5/6PP/5PK1/8 w - - 2 38,0
r5k1/4R1pp/1p6/P1p5/2P5/6PP/5PK1/8 b - - 0 38,0
6k1/4R1pp/1p6/r1p5/2P5/6PP/5PK1/8 w - - 0 39,0
4R3/5kpp/1p6/r1p5/2P5/6PP/5PK1/8 w - - 2 40,0
7R/5kpp/1p6/r1p5/2P5/6PP/5PK1/8 b - - 3 40,5
7R/5kpp/1p6/2p5/r1P5/6PP/5PK1/8 w - - 4 41,0
8/5kpR/1p6/2p5/r1P5/6PP/5PK1/8 b - - 0 41,125
8/5kpR/1p6/2p5/2r5/6PP/5PK1/8 w - - 0 42,-128
7R/5kp1/1p6/2p5/2r5/6PP/5PK1/8 b - - 1 42,147
7R/5kp1/1p6/2p5/8/6PP/2r2PK1/8 w - - 2 43,-3
1R6/5kp1/1p6/2p5/8/6PP/2r2PK1/8 b - - 3 43,8
1R6/5kp1/1p6/2p5/8/6PP/1r3PK1/8 w - - 4 44,-4
1R6/5kp1/1p6/2p5/8/6PP/1r3P1K/8 b - - 5 44,245
1R6/5kp1/1p6/2p5/8/6PP/r4P1K/8 w - - 6 45,-5
2R5/5kp1/1p6/2p5/8/6PP/r4P1K/8 b - - 7 45,189
2R5/5kp1/1p6/2p5/8/6PP/5r2/6K1 b - - 1 46,177
2R5/5kp1/1p6/2p5/8/6PP/2r5/6K1 w - - 2 47,-167
1R6/5kp1/1p6/2p5/8/6PP/2r5/6K1 b - - 3 47,197
1R6/5kp1/1p6/2p5/8/2r3PP/8/6K1 w - - 4 48,-16
1R6/5kp1/1p6/2p5/8/2r3PP/7K/8 b - - 5 48,225
1R6/5kp1/1p6/2p5/8/1r4PP/7K/8 w - - 6 49,-202
2R5/5kp1/1p6/2p5/8/1r4PP/7K/8 b - - 7 49,317
2R5/5kp1/1p6/2p5/1r6/6PP/7K/8 w - - 8 50,-145
2R5/5kp1/1p6/2p5/1r4P1/7P/7K/8 b - - 0 50,209
2R5/5kp1/1p6/8/1rp3P1/7P/7K/8 w - - 0 51,-149
2R5/5kp1/1p6/8/1rp3P1/7P/8/7K b - - 1 51,313
2R5/5kp1/8/1p6/1rp3P1/7P/8/7K w - - 0 52,-241
8/5kp1/2R5/1p6/1rp3P1/7P/8/7K b - - 1 52,375
6k1/6p1/2R5/1p6/1rp3P1/7P/8/7K w - - 2 53,-211
2R5/6pk/8/1p6/1rp3P1/7P/8/7K w - - 4 54,-255
2R5/6pk/8/1p4P1/1rp5/7P/8/7K b - - 0 54,432
2R5/6pk/8/1p4P1/2p5/1r5P/8/7K w - - 1 55,-372
2R5/6p1/6k1/1p6/2p5/1r5P/8/7K w - - 0 56,-440
7R/6p1/6k1/1p6/2p5/1r5P/8/7K b - - 1 56,479
7R/6p1/6k1/1p6/8/1rp4P/8/7K w - - 0 57,-462
2R5/6p1/6k1/1p6/8/1rp4P/8/7K b - - 1 57,471
2R5/6p1/6k1/1p6/8/2p4P/6K1/1r6 b - - 3 58,453
2R5/6p1/6k1/1p6/8/2p4P/1r6/6K1 b - - 5 59,494
2R5/6p1/6k1/1p6/8/7P/1rp5/6K1 w - - 0 60,-473
2R5/6p1/6k1/1p6/8/7P/1rp5/5K2 b - - 1 60,591
2R5/6p1/6k1/1p6/8/7P/2p1K3/1r6 b - - 3 61,672
2R5/6p1/6k1/1p6/8/7P/4K3/1rq5 w - - 0 62,-697
8/6p1/6k1/1p6/8/7P/4K3/1rR5 b - - 0 62,684
8/6p1/6k1/1p6/8/7P/4K3/2r5 w - - 0 63,-671
8/6p1/6k1/1p6/8/7P/5K2/2r5 b - - 1 63,694
8/6p1/6k1/1p6/8/7P/2r5/6K1 b - - 3 64,702
8/6p1/7k/1p6/8/7P/2r5/6K1 w - - 4 65,-660
8/6p1/7k/1p6/8/7P/2r5/7K b - - 5 65,701
8/6p1/8/1p5k/8/7P/2r5/7K w - - 6 66,-680
8/6p1/8/1p5k/8/7P/2r5/6K1 b - - 7 66,725
8/6p1/8/1p6/7k/7P/2r5/6K1 w - - 8 67,-765
8/6p1/8/1p6/7k/7P/2r5/5K2 b - - 9 67,738
8/6p1/8/8/1p5k/7P/2r5/5K2 w - - 0 68,-9996
8/6p1/8/8/1p5k/7P/2r5/4K3 b - - 1 68,9996
8/6p1/8/8/7k/1p5P/2r5/4K3 w - - 0 69,-9997
8/6p1/8/8/7k/1p5P/2r5/3K4 b - - 1 69,9997
8/6p1/8/2r5/7k/1p5P/8/3K4 w - - 2 70,-778
8/6p1/8/2r5/7k/1p5P/4K3/8 b - - 3 70,887
8/6p1/8/2r5/7k/7P/1p2K3/8 w - - 0 71,-969
8/6p1/8/2r5/7k/7P/1p1K4/8 b - - 1 71,1052
8/6p1/8/2r5/7k/7P/3K4/1q6 w - - 0 72,-9993
8/6p1/8/2r5/7k/7P/4K3/1q6 b - - 1 72,9993
8/6p1/8/6r1/7k/7P/4K3/1q6 w - - 2 73,-987
8/6p1/8/6r1/7k/4K2P/8/1q6 b - - 3 73,1026
8/6p1/8/6r1/7k/1q5P/5K2/8 b - - 5 74,9996
8/6p1/8/2r5/7k/1q5P/5K2/8 w - - 6 75,-9997
8/6p1/8/2r5/7k/1q5P/8/6K1 b - - 7 75,9998
8/6p1/8/8/7k/1q5P/2r5/6K1 w - - 8 76,-9999
8/6p1/8/8/7k/1q5P/2r5/5K2 b - - 9 76,9999
r1bqkb1r/pppppppp/2n2n2/8/8/4PNP1/PPPP1P1P/RNBQKB1R b KQkq - 2 3,56
r1bqkb1r/pppp1ppp/2n2n2/4p3/8/4PNP1/PPPP1P1P/RNBQKB1R w KQkq - 0 4,-67
r1bqkb1r/pppp1ppp/2n2n2/4p3/8/2N1PNP1/PPPP1P1P/R1BQKB1R b KQkq - 1 4,78
r1bqkb1r/pppp1ppp/2n2n2/8/4p3/2N1PNP1/PPPP1P1P/R1BQKB1R w KQkq - 0 5,-73
r1bqkb1r/pppp1ppp/2n2n2/8/3Np3/2N1P1P1/PPPP1P1P/R1BQKB1R b KQkq - 1 5,72
r1bqk2r/pppp1ppp/2n2n2/8/1b1Np3/2N1P1P1/PPPP1P1P/R1BQKB1R w KQkq - 2 6,-66
r1bqk2r/pppp1ppp/2N2n2/8/1b2p3/2N1P1P1/PPPP1P1P/R1BQKB1R b KQkq - 0 6,89
r1bqk2r/1ppp1ppp/2N2n2/p7/1b2p3/2N1P1P1/PPPP1P1P/R1BQKB1R w KQkq - 0 7,673
r1bNk2r/1ppp1ppp/5n2/p7/1b2p3/2N1P1P1/PPPP1P1P/R1BQKB1R b KQkq - 0 7,-674
r1bk3r/1ppp1ppp/5n2/p7/1b2p3/2N1P1P1/PPPP1P1P/R1BQKB1R w KQ - 0 8,711
r1bk3r/1ppp1ppp/5n2/p7/1b2p3/2NPP1P1/PPP2P1P/R1BQKB1R b KQ - 0 8,-653
r1bk3r/1ppp1ppp/5n2/p7/4p3/2PPP1P1/P1P2P1P/R1BQKB1R b KQ - 0 9,-626
r1bk3r/1ppp1ppp/5n2/p7/8/2PpP1P1/P1P2P1P/R1BQKB1R w KQ - 0 10,715
r1bk3r/1ppp1ppp/5n2/p7/8/2PQP1P1/P1P2P1P/R1B1KB1R b KQ - 0 10,-650
r1bk3r/1pp2ppp/5n2/p2p4/8/2PQP1P1/P1P2P1P/R1B1KB1R w KQ - 0 11,725
r1bk3r/1pp2ppp/5n2/p2p4/8/2PQP1P1/P1P2PBP/R1B1K2R b KQ - 1 11,-690
r1bk3r/1p3ppp/2p2n2/p2p4/8/2PQP1P1/P1P2PBP/R1B1K2R w KQ - 0 12,745
r1bk3r/1p3ppp/2p2n2/p2p4/2P5/3QP1P1/P1P2PBP/R1B1K2R b KQ - 0 12,-699
r2k3r/1p1b1ppp/2p2n2/p2p4/2P5/3QP1P1/P1P2PBP/R1B1K2R w KQ - 1 13,773
r2k3r/1p1b1ppp/2p2n2/p2P4/8/3QP1P1/P1P2PBP/R1B1K2R b KQ - 0 13,-773
r6r/1p1bkppp/2p2n2/p2P4/8/3QP1P1/P1P2PBP/R1B1K2R w KQ - 1 14,889
r4k1r/1p1b1ppp/2pP1n2/p7/8/3QP1P1/P1P2PBP/R1B1K2R w KQ - 1 15,837
r4k1r/1p1b1ppp/2pP1n2/p7/8/3QP1P1/PBP2PBP/R3K2R b KQ - 2 15,-834
r5kr/1p1b1ppp/2pP1n2/p7/8/3QP1P1/PBP2PBP/R3K2R w KQ - 3 16,884
r5kr/1p1b1ppp/2pP1n2/p7/4P3/3Q2P1/PBP2PBP/R3K2R b KQ - 0 16,-815
r5kr/1p3ppp/2pPbn2/p7/4P3/3Q2P1/PBP2PBP/R3K2R w KQ - 1 17,853
r5kr/1p3ppp/2pPbB2/p7/4P3/3Q2P1/P1P2PBP/R3K2R b KQ - 0 17,-841
r5kr/1p3p1p/2pPbp2/p7/4P3/3Q2P1/P1P2PBP/R3K2R w KQ - 0 18,865
r5kr/1p3p1p/2pPbp2/p7/4P3/3Q2P1/P1P2PBP/R4RK1 b - - 1 18,-824
3r2kr/1p3p1p/2pPbp2/p7/4P3/3Q2P1/P1P2PBP/R4RK1 w - - 2 19,874
3r2kr/1p3p1p/2pPbp2/p7/4P3/3Q2P1/P1P2PBP/R2R2K1 b - - 3 19,-789
3r3r/1p3pkp/2pPbp2/p7/4P3/3Q2P1/P1P2PBP/R2R2K1 w - - 4 20,827
3r3r/1p3pkp/2pPbp2/p7/4P3/Q5P1/P1P2PBP/R2R2K1 b - - 5 20,-761
3r3r/5pkp/1ppPbp2/p7/4P3/Q5P1/P1P2PBP/R2R2K1 w - - 0 21,809
3r3r/5pkp/1ppPbp2/p7/4P3/6P1/PQP2PBP/R2R2K1 b - - 1 21,-765
1r5r/5pkp/1ppPbp2/p7/4P3/6P1/PQP2PBP/R2R2K1 w - - 2 22,813
1r5r/5pkp/1ppPbp2/p7/1Q2P3/6P1/P1P2PBP/R2R2K1 b - - 3 22,-98
1r5r/5pkp/1ppPbp2/8/1p2P3/6P1/P1P2PBP/R2R2K1 w - - 0 23,164
1r5r/5pkp/1ppPbp2/8/1p2P3/P5P1/2P2PBP/R2R2K1 b - - 0 23,-155
1r5r/5pkp/1ppPbp2/8/4P3/p5P1/2P2PBP/R2R2K1 w - - 0 24,175
1r5r/5pkp/1ppPbp2/8/4P3/R5P1/2P2PBP/3R2K1 b - - 0 24,-185
1r1r4/5pkp/1ppPbp2/8/4P3/R5P1/2P2PBP/3R2K1 w - - 1 25,195
1r1r4/R4pkp/1ppPbp2/8/4P3/6P1/2P2PBP/3R2K1 b - - 2 25,-170
1r1r4/R4pkp/1p1Pbp2/2p5/4P3/6P1/2P2PBP/3R2K1 w - - 0 26,216
1r1r4/R2P1pkp/1p2bp2/2p5/4P3/6P1/2P2PBP/3R2K1 b - - 0 26,-120
1r1r2k1/R2P1p1p/1p2bp2/2p5/4P3/6P1/2P2PBP/3R2K1 w - - 1 27,213
1r1r2k1/R2P1p1p/1p2bp2/2p5/4P3/5BP1/2P2P1P/3R2K1 b - - 2 27,-102
1r1r2k1/R2P1p1p/1p2b3/2p2p2/4P3/5BP1/2P2P1P/3R2K1 w - - 0 28,171
1r1r2k1/R2P1p1p/1p2b3/2p1Pp2/8/5BP1/2P2P1P/3R2K1 b - - 0 28,-149
1r1r2k1/R2P1p1p/1p2b3/4Pp2/2p5/5BP1/2P2P1P/3R2K1 w - - 0 29,181
1r1r2k1/R2P1p1p/1p2b3/4Pp2/2p5/2P2BP1/5P1P/3R2K1 b - - 0 29,-240
1r1r2k1/R2P1p1p/4b3/1p2Pp2/2p5/2P2BP1/5P1P/3R2K1 w - - 0 30,230
1r1r2k1/2RP1p1p/4b3/1p2Pp2/2p5/2P2BP1/5P1P/3R2K1 b - - 1 30,-154
1r1r2k1/2RP1p2/4b2p/1p2Pp2/2p5/2P2BP1/5P1P/3R2K1 w - - 0 31,237
1r1r2k1/2RP1p2/4b2p/1p2Pp2/2p4P/2P2BP1/5P2/3R2K1 b - - 0 31,-155
3r2k1/2RP1p2/1r2b2p/1p2Pp2/2p4P/2P2BP1/5P2/3R2K1 w - - 1 32,459
2Rr2k1/3P1p2/1r2b2p/1p2Pp2/2p4P/2P2BP1/5P2/3R2K1 b - - 2 32,-460
2r3k1/3P1p2/1r2b2p/1p2Pp2/2p4P/2P2BP1/5P2/3R2K1 w - - 0 33,471
2b3k1/5p2/1r5p/1p2Pp2/2p4P/2P2BP1/5P2/3R2K1 w - - 0 34,447
2bR4/5p1k/1r5p/1p2Pp2/2p4P/2P2BP1/5P2/6K1 w - - 2 35,472
2R5/5p1k/1r5p/1p2Pp2/2p4P/2P2BP1/5P2/6K1 b - - 0 35,-488
2R5/5p1k/r6p/1p2Pp2/2p4P/2P2BP1/5P2/6K1 w - - 1 36,498
1R6/5p1k/r6p/1p2Pp2/2p4P/2P2BP1/5P2/6K1 b - - 2 36,-472
1R6/5p1k/7p/rp2Pp2/2p4P/2P2BP1/5P2/6K1 w - - 3 37,487
R7/5p1k/7p/rp2Pp2/2p4P/2P2BP1/5P2/6K1 b - - 4 37,-300
r7/5p1k/7p/1p2Pp2/2p4P/2P2BP1/5P2/6K1 w - - 0 38,299
r7/5p1k/7p/1p2Pp2/2p1B2P/2P3P1/5P2/6K1 b - - 1 38,653
r7/5p1k/7p/1p2P3/2p1p2P/2P3P1/5P2/6K1 w - - 0 39,-645
r7/5p1k/7p/1p2P3/2p1p1PP/2P5/5P2/6K1 b - - 0 39,678
6r1/5p1k/7p/1p2P3/2p1p1PP/2P5/5P2/6K1 w - - 1 40,-638
6r1/5p1k/7p/1p2P1P1/2p1p2P/2P5/5P2/6K1 b - - 0 40,651
6r1/5p1k/8/1p2P1p1/2p1p2P/2P5/5P2/6K1 w - - 0 41,-689
6r1/5p1k/8/1p2P1pP/2p1p3/2P5/5P2/6K1 b - - 0 41,729
4r3/5p1k/8/1p2P1pP/2p1p3/2P5/5P2/6K1 w - - 1 42,-685
4r3/5p1k/8/1p2P1pP/2p1p3/2P5/5PK1/8 b - - 2 42,770
4r3/5p2/7k/1p2P1pP/2p1p3/2P5/5PK1/8 w - - 3 43,-702
4r3/5p2/7k/1p2P1pP/2p1p3/2P2P2/6K1/8 b - - 0 43,835
3r4/5p2/7k/1p2P1pP/2p1p3/2P2P2/6K1/8 w - - 1 44,-710
3r4/5p2/7k/1p2P1pP/2p1P3/2P5/6K1/8 b - - 0 44,734
4r3/5p2/7k/1p2P1pP/2p1P3/2P5/6K1/8 w - - 1 45,-724
4r3/5p2/7k/1p2P1pP/2p1P3/2P5/5K2/8 b - - 2 45,714
8/5p2/7k/1p2r1pP/2p1P3/2P5/5K2/8 w - - 0 46,-701
8/5p2/7k/1p2r1pP/2p1P3/2P1K3/8/8 b - - 1 46,705
8/5p2/8/1p2r1pk/2p1P3/2P1K3/8/8 w - - 0 47,-711
8/5p2/8/1p2r1pk/2p1P3/2P2K2/8/8 b - - 1 47,710
8/5p2/7k/1p2r1p1/2p1P3/2P2K2/8/8 w - - 2 48,-705
8/5p2/7k/1p2r1p1/2p1P3/2P5/5K2/8 b - - 3 48,716
8/5p2/7k/1p4p1/2p1r3/2P5/5K2/8 w - - 0 49,-715
8/5p2/7k/1p4p1/2p1r3/2P2K2/8/8 b - - 1 49,732
8/5p2/7k/1p4p1/2p5/2P2K2/8/4r3 w - - 2 50,-710
8/5p2/7k/1p4p1/2p5/2P5/5K2/4r3 b - - 3 50,724
8/5p2/7k/1p4p1/2p5/2P5/5K2/2r5 w - - 4 51,-691
8/5p2/7k/1p4p1/2p5/2P5/4K3/2r5 b - - 5 51,696
8/5p2/7k/1p4p1/2p5/2r5/4K3/8 w - - 0 52,-687
8/5p2/7k/1p4p1/2p5/2r5/8/5K2 b - - 1 52,727
8/5p2/7k/1p4p1/2p5/5r2/4K3/8 b - - 3 53,770
8/5p2/7k/1p4p1/8/2p2r2/4K3/8 w - - 0 54,-765
8/5p2/7k/1p4p1/8/2p2r2/8/3K4 b - - 1 54,778
8/5p2/7k/6p1/1p6/2p2r2/8/3K4 w - - 0 55,-786
8/5p2/7k/6p1/1p6/2p2r2/8/2K5 b - - 1 55,9997
8/5p2/7k/6p1/8/1pp2r2/8/2K5 w - - 0 56,-9998
8/5p2/7k/6p1/8/1pp2r2/8/3K4 b - - 1 56,9998
8/5p2/7k/6p1/8/1pp1r3/8/3K4 w - - 2 57,-9999
8/5p2/7k/6p1/8/1pp1r3/8/2K5 b - - 3 57,9999
rnbqkb1r/ppp1pppp/3p1n2/8/1P2P3/2N5/P1PP1PPP/R1BQKBNR b KQkq - 2 3,33
rnbqkb1r/ppp2ppp/3p1n2/4p3/1P2P3/2N5/P1PP1PPP/R1BQKBNR w KQkq - 0 4,-31
rnbqkb1r/ppp2ppp/3p1n2/1P2p3/4P3/2N5/P1PP1PPP/R1BQKBNR b KQkq - 0 4,70
rnbqkb1r/ppp2ppp/5n2/1P1pp3/4P3/2N5/P1PP1PPP/R1BQKBNR w KQkq - 0 5,-31
rnbqkb1r/ppp2ppp/5n2/1P1Pp3/8/2N5/P1PP1PPP/R1BQKBNR b KQkq - 0 5,41
rnbqkb1r/ppp2ppp/8/1P1np3/8/2N5/P1PP1PPP/R1BQKBNR w KQkq - 0 6,-10
rnbqkb1r/ppp2ppp/8/1P1Np3/8/8/P1PP1PPP/R1BQKBNR b KQkq - 0 6,53
rnb1kb1r/ppp2ppp/8/1P1qp3/8/8/P1PP1PPP/R1BQKBNR w KQkq - 0 7,-60
rnb1kb1r/ppp2ppp/8/1P1qp3/8/5N2/P1PP1PPP/R1BQKB1R b KQkq - 1 7,129
rn2kb1r/ppp2ppp/8/1P1qp3/6b1/5N2/P1PP1PPP/R1BQKB1R w KQkq - 2 8,-29
rn2kb1r/ppp2ppp/8/1P1qp3/2P3b1/5N2/P2P1PPP/R1BQKB1R b KQkq - 0 8,51
rn2kb1r/ppp2ppp/8/1P2p3/2P1q1b1/5N2/P2PBPPP/R1BQK2R b KQkq - 2 9,156
rn2kb1r/ppp2ppp/8/1P1qp3/2P3b1/5N2/P2PBPPP/R1BQK2R w KQkq - 3 10,682
rn2kb1r/ppp2ppp/8/1P1Pp3/6b1/5N2/P2PBPPP/R1BQK2R b KQkq - 0 10,-665
rn2kb1r/ppp2ppp/8/1P1Pp3/8/5b2/P2PBPPP/R1BQK2R w KQkq - 0 11,703
rn2kb1r/ppp2ppp/8/1P1Pp3/8/5B2/P2P1PPP/R1BQK2R b KQkq - 0 11,-706
rn2k2r/ppp2ppp/3b4/1P1Pp3/8/5B2/P2P1PPP/R1BQK2R w KQkq - 1 12,706
rn2k2r/ppp2ppp/3b4/1P1Pp3/3P4/5B2/P4PPP/R1BQK2R b KQkq - 0 12,-693
r3k2r/pppn1ppp/3b4/1P1Pp3/3P4/5B2/P4PPP/R1BQK2R w KQkq - 1 13,683
r3k2r/pppn1ppp/3b4/1P1Pp3/3P4/4BB2/P4PPP/R2QK2R b KQkq - 2 13,-629
r3k2r/pppn1ppp/3b4/1P1P4/3p4/4BB2/P4PPP/R2QK2R w KQkq - 0 14,670
r3k2r/pppn1ppp/3b4/1P1P4/3B4/5B2/P4PPP/R2QK2R b KQkq - 0 14,-670
r4rk1/pppn1ppp/3b4/1P1P4/3B4/5B2/P4PPP/R2QK2R w KQ - 1 15,664
r4rk1/pppn1ppp/3b4/1P1P4/3B4/5B2/P4PPP/R2Q1RK1 b - - 2 15,-693
r4rk1/ppp2ppp/3b4/1P1Pn3/3B4/5B2/P4PPP/R2Q1RK1 w - - 3 16,729
r4rk1/ppp2ppp/3b4/1P1Pn3/3B4/1Q3B2/P4PPP/R4RK1 b - - 4 16,-649
r4rk1/ppp2ppp/3b4/1P1P4/2nB4/1Q3B2/P4PPP/R4RK1 w - - 5 17,770
r4rk1/ppp2ppp/3b4/1P1P4/2QB4/5B2/P4PPP/R4RK1 b - - 0 17,-782
r4rk1/ppp3pp/3b4/1P1P1p2/2QB4/5B2/P4PPP/R4RK1 w - - 0 18,894
r4rk1/ppp3pp/3b4/1P1P1p2/3B4/2Q2B2/P4PPP/R4RK1 b - - 1 18,-780
r5k1/ppp2rpp/3b4/1P1P1p2/3B4/2Q2B2/P4PPP/R4RK1 w - - 2 19,830
r5k1/ppp2rpp/3b4/QP1P1p2/3B4/5B2/P4PPP/R4RK1 b - - 3 19,-778
