fen,cp
3q4/1bp1k1pr/r1n1p2n/5B1p/pp2P3/N1bP2P1/PRPBKP1P/3QR3 b - - 0 24,369
3q4/1bp1k1pr/r1n1p3/5B1p/pp2P1n1/N1bP2P1/PRPBKP1P/3QR3 w - - 1 25,-254
3q4/nbp1k1pr/r3p3/5B1p/pp2P1n1/N1bP1PP1/PRPBK2P/2Q1R3 b - - 2 26,207
2bq4/n1p1k1pr/r3p3/5B1p/pp1PP1n1/N1b2PP1/PRPBK2P/2Q1R3 b - - 0 27,460
2bq4/n3k1pr/r1p1p3/5B1p/pp1PP1n1/N1bK1PP1/PRPB3P/2Q1R3 b - - 1 28,9994
2bq4/n3k1pr/r1p1p3/5B1p/p2PP1n1/p1bK1PP1/PRPB3P/2Q1R3 w - - 0 29,-319
2bq4/n3k1pr/r1p1p1B1/7p/p2PP1n1/p1bK1PP1/PRPB3P/2Q1R3 b - - 1 29,9997
2bq4/n3k1pr/r1p1pnB1/7p/p2PP3/p1bK1PP1/PRPB3P/2Q1R3 w - - 2 30,-350
2bq4/n3k1pr/r1p1pnB1/3P3p/p3P3/p1bK1PP1/PRPB3P/2Q1R3 b - - 0 30,613
3q4/n3k1pr/r1p2nB1/3p4/p3P1bp/p1bK1PP1/PRPB3P/Q6R w - - 0 33,-156
1R1q4/n3k1pr/r1p2nB1/3p4/p3P1bp/p1bK1PP1/P1PB3P/Q6R b - - 1 33,552
1R1q4/n3k1pr/r1p5/3p4/p3B1bp/p1BK1PP1/P1P4P/Q6R w - - 1 36,677
1R1q4/n3k1pr/r1p5/3p4/p2KB1bp/p1B2PP1/P1P4P/Q6R b - - 2 36,196
1R6/n2qk1pr/r1p5/3p4/p2KB1bP/p1B2P2/P1P4P/Q6R b - - 0 37,208
1R6/n2qk1pr/r1p1b3/3p4/p2KB2P/p1B2P2/P1P4P/Q6R w - - 1 38,372
1R2q3/n3k1pB/r1p5/3p1b2/p6P/p1B1KP2/P1P4P/3Q3R b - - 4 40,-389
1R2q3/n3k1pB/r1p5/3p4/p6P/p1BbKP2/P1P4P/Q6R b - - 6 41,-440
2n1q3/4k1pB/r1p5/3p4/p6P/p1BbKP2/P1P4P/QR5R b - - 8 42,-331
2n4q/4k1pB/r1p5/3p4/p6P/p1BbKP2/P1P4P/QR5R w - - 9 43,832
2n4q/4k1pB/r1p5/3p4/p6P/p1BbKP2/P1P4P/Q4R1R b - - 10 43,-255
2n4q/5kpB/r1p5/3p4/p6P/p1BbKP2/P1P4P/Q4R1R w - - 11 44,466
2n2q2/5kpB/r1p5/3p4/p6P/p1BbKP2/P1P4P/Q4RR1 w - - 13 45,658
2n2q2/5kpB/r1p5/3p4/p6P/p1BbKP2/P1P4P/Q4R1R b - - 14 45,-272
2n2q2/5kpB/r1p5/3p4/p6P/p1B1KP2/P1P1b2P/Q4R1R w - - 15 46,504
2n4q/5kpB/r1p5/3p4/p6P/p1B1KP2/P1P1b2P/4QR1R w - - 17 47,488
2n4q/5kpB/r1p5/3p4/p6P/p1B1KP2/P1P1Q2P/5R1R b - - 0 47,-519
7q/5kpB/rnp5/3p4/p6P/p1B1KP2/P1P1Q2P/5R1R w - - 1 48,644
7q/5kpB/rnp5/3p4/p6P/p1B1KP2/P1P4P/3Q1R1R b - - 2 48,-332
8/5kpq/rnp5/3p4/p6P/p1B1KP2/P1P4P/3Q1R1R w - - 0 49,348
8/5kpq/1np5/r2p4/p6P/p1B1KP1P/P1P5/1Q3R1R b - - 2 50,-169
8/5kp1/1np3q1/r2p4/p6P/p1B1KP1P/P1P5/1Q3R1R w - - 3 51,545
8/5kp1/1np3q1/r2p4/p6P/p1B1KP1P/PQP5/5R1R b - - 4 51,686
6k1/6p1/1np3q1/r2p4/p6P/p1B1KP1P/PQP5/5R1R w - - 5 52,530
6k1/6p1/1np3q1/r2p4/p6P/p1B1KP1P/PQP5/R6R b - - 6 52,662
r5k1/6p1/1np3q1/3p4/p6P/pQB1KP1P/P1P5/R6R b - - 8 53,644
r7/5kp1/1np3q1/3p4/p6P/pQB1KP1P/P1P4R/R7 b - - 10 54,642
2r5/5kp1/1np5/3p4/p6P/p1B1KP1P/P1q4R/RQ6 b - - 3 56,575
2r5/5kp1/1np3q1/3p4/p6P/p1B1KP1P/PQ5R/R7 b - - 5 57,663
2r1k3/6p1/1np3q1/3p4/p6P/p1B1KP1P/PQ5R/R7 w - - 6 58,387
2r1k3/6p1/1np3q1/3p3P/p7/p1B1KP1P/PQ5R/R7 b - - 0 58,513
2r1k3/6p1/1npq4/3pB2P/p7/p3KP1P/PQ5R/R7 b - - 2 59,656
r2qkbnr/p1pbp1pp/n2p4/2P2p2/1p1P3P/P7/1PQ1PPPR/RNB1KBN1 w Qkq - 2 8,202
r2qkbnr/p1pbp1pp/n2p3B/2P2p2/1p1P3P/P7/1PQ1PPPR/RN2KBN1 b Qkq - 3 8,291
r1q1kbnr/p1pbp1pp/n2p3B/2P2p2/1p1P3P/P2Q4/1P2PPPR/RN2KBN1 b Qkq - 5 9,287
r1q1kbnr/p1pbp2p/n2p2pB/2P2p2/1p1P2PP/P2Q4/1P2PP1R/RN2KBN1 b Qkq - 0 10,274
r1q1kb1r/p1pbp2p/3p2pn/2n2p2/1p1P2PP/P4Q2/1P2PP1R/RN2KBN1 w Qkq - 0 12,-310
r1q2b1r/p1pbpk1p/3pQ1pn/2n2p2/1p1P2PP/P7/1P2PP1R/RN2KBN1 b Q - 3 13,857
r1q2b1r/p1pbpk1p/3pn1pn/5pP1/1p1P3P/P7/1P2PP1R/RN2KBN1 b Q - 0 14,947
r1q2b1r/p1pbpk1p/3p2pn/5pP1/1P1n3P/8/1P2PP1R/RN2KBN1 b Q - 0 15,997
1rq2b1r/p1p1pk1p/2bp2pn/5pP1/RP1n3P/8/1P2PP1R/1N2KBN1 w - - 3 17,-901
1rq2b1r/p1p1pk1p/2bp2pP/5p2/RP1n3P/8/1P2PP1R/1N2KBN1 b - - 0 17,890
1rq2b1r/p1p1pk1p/2bp2pP/5p2/RP5P/8/1Pn1PP1R/1N2KBN1 w - - 1 18,-902
1rq2b1r/p1p1pk1p/2bp2pP/5p2/RP5P/8/1Pn1PP1R/1N1K1BN1 b - - 2 18,930
1rq2b1r/p1p1pk1p/2bp2pP/5p2/RP5P/N7/1P2PP1R/n2K1BN1 b - - 4 19,959
1rq2b1r/p1p2k1p/2bpp1pP/5p2/RP5P/N7/1P2PP1R/n2K1BN1 w - - 0 20,-723
1rq2b1r/p1p2k1p/2bpp1pP/5p2/RP2P2P/N7/1P3P1R/n2K1BN1 b - - 0 20,917
1rq4r/p1p1bk1p/2bpp1pP/5p2/RP2P2P/N7/1P3P1R/n2K1BN1 w - - 1 21,-722
1rq4r/p1p1bk1p/2bpp1pP/5p2/RP2P2P/N6R/1P3P2/n2K1BN1 b - - 2 21,861
1rq4r/p1p1bk1p/3pp1pP/3b1p2/RP2P2P/N6R/1P3P2/n2K1BN1 w - - 3 22,-457
1rq4r/p1p1bk1p/3pp1pP/3b1p2/RP2P2P/N7/1P3P2/n2K1BNR b - - 4 22,838
1rq4r/p1p1bk1p/3pp1pP/3b4/RP2Pp1P/N7/1P3P2/n2K1BNR w - - 0 23,-489
1rq4r/p1p1bk1p/3pp1pP/3b4/RPN1Pp1P/8/1P3P2/n2K1BNR b - - 1 23,653
1r1q3r/2p1bk1p/3pp1pP/p2b4/RPN1Pp1P/8/1P3P2/n1K2BNR w - - 0 25,-529
1r1q3r/2p1bk1p/3pp1pP/P2b4/R1N1Pp1P/8/1P3P2/n1K2BNR b - - 0 25,751
1r1q1b1r/2p2k1p/3pp1pP/P2b4/R1N1Pp1P/8/1P3P2/n1K2BNR w - - 1 26,-473
1r1qkb1r/2p4p/3pp1pP/P2b4/R1N1Pp1P/8/1P2BP2/n1K3NR w - - 3 27,-572
1r1qkb1r/2p4p/3pp1pP/P2b4/R1N1Pp1P/8/1P1KBP2/n5NR b - - 4 27,735
1r2kb1r/2p4p/3pp1pP/P2b2q1/R1N1Pp1P/7N/1P1KBP2/n6R b - - 6 28,581
4kb1r/2p4p/3pp1pP/P2b2q1/R1N1Pp1P/7N/1r1KBP2/n6R w - - 0 29,-460
4kb1r/2p4p/3pp1pP/P5q1/4Pp1P/R6N/bN1KBP2/n6R b - - 2 30,521
3qkb1r/2p4p/3pp1pP/P7/4Pp1P/R6N/bN1KBP2/n6R w - - 3 31,-150
3qkb1r/2p4p/3pp1pP/P7/4Pp1P/R6N/b2KBP2/n2N3R b - - 4 31,453
3qkb1r/2p4p/3pp1pP/P7/2b1Pp1P/R6N/3KBP2/n2N3R w - - 5 32,-184
3qkb1r/2p4p/3pp1pP/P7/2b1PpBP/R6N/3K1P2/n2N3R b - - 6 32,663
4kb1r/2pq3p/3pp1pP/P7/2b1PpBP/R3N2N/3K1P2/n6R b - - 8 33,601
4kb1r/2p4p/3pp1pP/Pq6/2b1PpBP/R3N2N/3K1P2/n6R w - - 9 34,-454
4kb1r/2p4p/3pp1pP/Pq6/2b1PpBP/3RN2N/3K1P2/n6R b - - 10 34,755
4kb1r/2p4p/3pp1pP/P6q/2b1PpBP/2R1N2N/3K1P2/n6R b - - 12 35,627
4kbr1/2p4p/3pp1pP/P6q/2b1PpBP/R3N2N/3K1P2/n6R b - - 14 36,714
4kbr1/2p4p/3pp1pP/P6q/2b1P1BP/R3Np1N/3K1P2/n3R3 b - - 1 37,371
4kbr1/2p4p/3pp1pP/P7/2b1P1qP/R3Np1N/3K1P2/n3R3 w - - 0 38,352
4kbr1/2p4p/3pp1pP/P4N2/2b1P1qP/R4p1N/3K1P2/n3R3 b - - 1 38,671
3k1br1/2p4p/3pp1pP/P4N2/2b1P1qP/R4p1N/3K1P2/n3R3 w - - 2 39,-513
2k2br1/2p4p/3pp1pP/P4N2/2b1P1qP/R4p1N/3K1P2/n4R2 w - - 4 40,-590
2k2br1/2p4p/3pp1pP/P7/2b1P1qP/R4pNN/3K1P2/n4R2 b - - 5 40,757
2k2br1/2p4p/3pp1pP/P7/4P1qP/R4pNN/b2K1P2/n4R2 w - - 6 41,-469
2k2br1/7p/3pp1pP/P1p5/R3P1qP/5pNN/b2K1P2/n4R2 w - - 0 42,-370
2k2br1/7p/3pp1pP/P1p5/R3P1qP/5pNN/b2K1P2/n6R b - - 1 42,646
5br1/2k4p/3pp1pP/P1p5/R3P1qP/5pNN/b2K1P2/n6R w - - 2 43,-499
6r1/2k4p/3pp1pb/P1p3N1/R3P1qP/5pN1/b2K1P2/n6R w - - 0 44,-533
6r1/2k4p/3pp1pb/P1p3N1/R3P1qP/5pN1/b2K1P2/n2R4 b - - 1 44,628
6r1/2k4p/3pp1pb/P1p3N1/R3P2P/5pNq/b2K1P2/n2R4 w - - 2 45,-496
6r1/2k4p/3pp1pb/P1p3N1/R3P2P/5pNq/b2K1P2/n6R b - - 3 45,615
7r/2k4p/3pp1pb/P1p3N1/R3P2P/5pNq/b2K1P2/n6R w - - 4 46,76
5r2/2k4p/3pp1pb/P1p2NN1/R3P2P/5p1q/b2K1P2/n6R w - - 6 47,60
1k3r2/7p/3pp1pb/P1pN2N1/4P2q/R4p2/b2K1P2/n6R w - - 0 50,-533
1k3r2/7p/3pp1pb/P1pN2N1/4P2R/R4p2/3K1P2/nb6 w - - 1 51,475
1k3r2/7p/3pp1pb/P1p3N1/1N2P2R/R4p2/3K1P2/nb6 b - - 2 51,577
1k5r/7p/3pp1pb/P1p3N1/1N2P2R/R4p2/3K1P2/nb6 w - - 3 52,517
1k5r/7p/3p2pb/P1p1p1N1/1N2PR1R/8/3K1P2/nb6 b - - 1 53,600
1k5r/7p/b2p2pb/P1N1p3/1N2PR1R/8/3K1P2/n7 b - - 0 55,242
1k5r/7p/b2p2p1/P1N1p3/1N2PR2/8/3K1P2/n7 b - - 0 56,330
1k4r1/7p/b2p2p1/P1N1p3/1N2PR2/8/3K1P2/n7 w - - 1 57,442
2k3r1/3N1R1p/b2p4/P3p1p1/1N2P3/8/3K1P2/n7 b - - 1 59,-295
6r1/2kN1R1p/b2p4/P3p1p1/4P3/8/2NK1P2/n7 b - - 3 60,-256
rnb1kbnr/pp1p1ppp/8/q1p1p2Q/8/4P3/PPPP1PPP/RNBK1BNR w kq - 2 4,134
rnb1kbnr/pp1p1ppp/8/q1p1p2Q/8/4P1P1/PPPP1P1P/RNBK1BNR b kq - 0 4,114
rnbqkbnr/pp1p1ppp/8/2p1p2Q/8/4P1P1/PPPP1P1P/RNBK1BNR w kq - 1 5,133
rnb1kbnr/ppqp1ppp/8/2p1p2Q/8/2N1P1P1/PPPP1P1P/R1BK1BNR w kq - 3 6,113
r1b1kb1r/ppqp1ppp/n4n2/2p1p2Q/8/2N1P1P1/PPPP1P1P/R1BK1BNR w kq - 7 8,-133
r1b1kb1r/ppqp1ppp/n4n2/2p1p2Q/4P3/2N3P1/PPPP1P1P/R1BK1BNR b kq - 0 8,636
r1b1kb1r/ppqp1ppp/8/2p1p2Q/1n2P1n1/P1N3P1/1PPP1P1P/R1BK1BNR w kq - 1 10,386
r1b1kb1r/ppqp1Qpp/8/2p1p3/1n2P1n1/P1N3P1/1PPP1P1P/R1BK1BNR b kq - 0 10,475
r1b2b1r/ppqp1kpp/8/2p1p3/1n2P1n1/P1N3P1/1PPP1P1P/R1BK1BNR w - - 0 11,-472
1rb2b1r/ppqp1kpp/8/2pNp3/1n2P1n1/P5P1/1PPP1P1P/R1BK1BNR w - - 2 12,-49
1rb2b1r/ppqp1k2/6pp/2pNp3/1n2P1P1/P2P2P1/1PP2P2/R1BK1BNR b - - 0 14,516
1rb2b2/1pqp1k1r/6pp/p1pNp3/1n2P1P1/P2P2PN/1PP2P2/R1BK1B1R w - - 2 16,591
1rb2b1r/1pqp1k2/6pB/p1pNp3/1n2P1P1/P2P2PN/1PP2P2/R2K1B1R w - - 1 17,683
1rb2b1r/1pqp1k2/5NpB/p1p1p3/1n2P1P1/P2P2PN/1PP2P2/R2K1B1R b - - 2 17,399
1rb2b1r/1pq2k2/5NpB/p1ppp3/4PNP1/P2P2P1/nPP2P2/R2K1B1R w - - 2 19,-192
1rb2b1r/1p2qk1N/6pB/p1ppp3/4PNP1/P2P2P1/nPP2P2/R2K1B1R w - - 4 20,-152
1r3b1r/1p2qk1N/6pB/p1ppp3/1P2PNb1/P2P2P1/n1P2P2/R2K1B1R w - - 0 21,-392
1r3b1r/1p3k1N/3q2pB/p1ppp3/1P1PP1b1/P5P1/n1P1NP2/R2K1B1R b - - 0 22,525
1r3b1r/5k1N/1p1q2pB/p1ppp3/1P1PP1b1/P5P1/n1P1NP2/R2K1B1R w - - 0 23,-390
1r3b1r/5k1N/1p1q2pB/p1ppp3/1P1PP1b1/P5P1/n1P1NP1R/R2K1B2 b - - 1 23,536
1r3bkr/7N/1p1q2p1/p1ppp3/1P1PP1b1/P5P1/n1PBNP1R/R2K1B2 b - - 3 24,593
1r3bkr/7N/1p2q1p1/p1ppp3/1P1PP1b1/P5P1/n1PBNP1R/R2K1B2 w - - 4 25,-483
1r3b1r/5k2/1p2q1p1/p1ppp1N1/1P1PP1bR/P5P1/n1PBNP2/R2K1B2 b - - 7 26,-278
2r2b1R/4kN2/1p2q1p1/p1ppp3/1P1PP3/P1n3Pb/2P1NP2/R1BK1B2 w - - 3 30,-28
2r2b1R/4kN2/1p2q1p1/p1ppp3/1P1PP3/P1n3Pb/2P1NP2/R1B1KB2 b - - 4 30,72
2r2b1R/4kN2/4q1p1/ppppp3/1P1PP3/P1n3Pb/2P1NP2/R1B1KB2 w - - 0 31,405
2r2b1R/4kN2/4q1p1/ppppp3/1P1PP1P1/P1n4b/2P1NP2/R1B1KB2 b - - 0 31,261
2r2b1R/4kN2/6p1/pppppq2/1P1PP1P1/P1n4b/2P1NP2/R1B1KB2 w - - 1 32,637
2r2b1R/4kN2/6p1/pp1ppq2/1PpPP1P1/P1n4b/2P1NP2/R1B1KB2 b - - 1 33,175
2r2b1R/4kN2/6p1/1p1ppqP1/pPpPP3/P1n4b/2P1NP2/R1B1KB2 b - - 0 34,262
2r2b1R/4kN2/6p1/1p1pp1q1/pPpPP3/P1n4b/2P1NP2/R1B1KB2 w - - 0 35,659
2r2R2/4kN2/6p1/1p1pp1q1/pPpPP3/P1n4b/2P1NP2/R1B1KB2 b - - 0 35,-188
2r2k2/5N2/6p1/1p1pp1q1/pPpPP3/P1n4b/2P1NP2/R1B1KB2 w - - 0 36,603
2r2k2/5N2/6p1/1p1pp1q1/pPpPPB2/P1n4b/2P1NP2/R3KB2 b - - 1 36,289
2r2k2/5N2/4b1p1/1p1pp1q1/pPpPPB2/P1n5/2P1NP2/R3KB2 w - - 2 37,661
2r2k2/8/3Nb1p1/1p1pp1q1/pPpPPB2/P1n5/2P1NP2/R3KB2 b - - 3 37,390
2r5/4k3/3Nb1p1/1p1p4/pPppnB2/P7/2PKNP2/R4Bq1 w - - 0 41,-171
5r2/4k3/3Nb1p1/1p1p4/pPppnB2/P7/2P1NP2/R2K1Bq1 w - - 2 42,-163
5r2/2N1k3/4b3/3p2p1/pPNpnB2/P7/2P4q/R2K1B2 b - - 2 45,767
5r2/2N1k3/4b3/3p2pq/pPNp1B2/P7/2PnB3/R3K3 b - - 6 47,614
1r6/2N1k3/4b3/3p2pq/pPNp1B2/P7/2PnB3/R3K3 w - - 7 48,429
1r6/2N1kb2/8/3p2pq/pPNp1BB1/P7/2Pn4/R3K3 w - - 9 49,351
5r2/2N1kb1q/8/3p2p1/pPNp1B2/P7/2PKB3/6R1 b - - 4 51,377
5r2/2N2b2/5k2/1P1p2pq/p1Np1B2/P7/2PKB3/6R1 w - - 1 53,545
7r/2N2b2/5kq1/1P1p2p1/p1Np1BB1/P7/2PK4/7R w - - 7 56,352
7r/2N2b2/5kq1/1P1p2p1/p1Np1BB1/P7/2PK4/4R3 b - - 8 56,466
7r/2N2b2/5kq1/1P1p2p1/p1N2BB1/P2p4/2PK4/4R3 w - - 0 57,400
7r/2N2b2/4Bkq1/1P1p2p1/p1N2B2/P2p4/2PK4/4R3 b - - 1 57,341
7r/2N2b1q/4Bk2/1P1p2p1/p1N2B2/P2p4/2PK4/4R3 w - - 2 58,357
7r/2N2b1q/1P2Bk2/3p2p1/p1N2B2/P2p4/2PK4/4R3 b - - 0 58,237
7r/5b2/1P2Bk2/3q2p1/p1N2B2/P2p4/2PK4/4R3 w - - 0 60,583
2B4r/5b2/1P3k2/3q2p1/p1N2B2/P2p4/2PK4/4R3 b - - 1 60,593
rnbqkbnr/2pppp1p/8/p5N1/1p1P1p2/8/PPPBP1PP/RN1QKB1R w KQkq - 0 6,127
rnbqkbnr/2pp1p1p/8/p3p1N1/1B1P1p2/8/PPP1P1PP/RN1QKB1R w KQkq - 0 7,-187
rnbqk1nr/2pp1p1p/8/p1b1p1N1/1B1P1p2/8/PPP1P1PP/RNQ1KB1R w KQkq - 2 8,78
rnbqk1nr/2pp1p1p/8/p3P1N1/1B3p2/4b3/PPP1P1PP/RN1QKB1R b KQkq - 2 9,464
rn2k1nr/2ppqp1p/b7/p3P3/1B3p2/4b2N/PPPNP1PP/R2QKB1R b KQkq - 6 11,544
rn2k2r/2ppqp1p/b6n/p1B1P3/5p2/4b2N/PPPNP1PP/R2QKB1R b KQkq - 8 12,560
rn2k2r/2p1qp1p/b6n/p1BpP3/5p2/4b3/PPPNPNPP/R2QKB1R b KQkq - 1 13,618
rn2k1r1/2p1qp1p/b6n/p2pP3/5p2/4B3/PPPNPNPP/R2QKB1R b KQq - 0 14,485
rn2k1r1/2p1qp1p/b6n/p3P3/3p1p2/4B3/PPPNPNPP/R2QKB1R w KQq - 0 15,359
rn2k3/2p1qp1p/b6n/p3P3/3p1p2/4B1rN/PPPNP1PP/R2QKB1R w KQq - 2 16,347
rn2k3/2p1qp1p/b6n/p3P3/3p1p2/4B1r1/PPPNPNPP/R2QKB1R b KQq - 3 16,211
rn2k3/2p2p1p/b6n/p3q3/3p1p2/4B1rP/PPPNPNP1/R2QKB1R b KQq - 0 17,443
rn2k3/2p2p1p/b6n/p7/2Np1p2/3qB1rP/PPP1PNP1/1R1QKB1R b Kq - 4 19,204
rn2k3/2p2p1p/7n/p7/2bp1p2/3NB1rP/PPP1P1P1/1R1QKB1R b Kq - 0 20,-377
rn2k3/2p2p1p/7n/p7/2bp1p2/4r2P/PPP1P1P1/1RNQKB1R b Kq - 1 21,-365
rn2k1n1/2p2p1p/8/p7/2bprp2/3N3P/PPP1P1P1/1R1QKB1R w Kq - 4 23,535
1n2k1n1/r1p2p1p/8/p7/2bprp2/3N3P/PPP1PKP1/1R1Q1B1R w - - 6 24,562
1n2k1n1/r1p2p1p/8/p7/2bprp2/3N1K1P/PPP1P1P1/1R1Q1B1R b - - 7 24,-447
1n2k3/r1p1np1p/8/p7/2bprp2/3N1K1P/PPP1P1P1/1R1Q1B1R w - - 8 25,576
1n2k3/r1p1np1p/8/p7/2bprp2/5K1P/PPP1PNP1/1R1Q1B1R b - - 9 25,-175
1n2k3/r1p1np1p/8/8/p1bprp2/5K1P/PPP1PNP1/1R1Q1B1R w - - 0 26,633
4k3/r1p1np1p/n7/8/p1bprp2/3Q1K1P/PPP1PNP1/1R3B1R w - - 2 27,539
4k3/3rnp1p/n7/2p5/pP1pbKP1/2P4P/P3P3/1R3B1R w - - 1 32,25
4k3/1r2np1p/n7/2p5/pP1pbKP1/2P4P/P3P3/2R2B1R w - - 3 33,255
4k3/1r3p1p/n7/2p2P2/pP1pbK2/2P4P/P3P2R/2R2B2 b - - 0 34,-303
4k3/1r3p1p/n7/2p2P2/1P1pbK2/p1P4P/P3P2R/2R2B2 w - - 0 35,418
4k3/1r3p1p/n7/2P2P2/3p1K2/p1P4P/P3P1bR/2R2B2 w - - 1 36,615
4k3/1r3p1p/n7/2P1KP2/3p4/p1P4P/P3P1bR/2R2B2 b - - 2 36,-331
8/1r1k1p1p/8/2P1KP2/1n1p3P/p1P1P3/P5bR/2R2B2 b - - 0 38,-375
2k5/1r3p1p/8/2P1KP2/1n1p3P/p1P1P3/P5bR/2R2B2 w - - 1 39,624
1k6/1r3p1p/5P2/2P1K3/1n5P/pR2P3/P5bR/5B2 b - - 2 41,-169
1k6/1r3p1p/5P2/2P1K3/1n5P/pR2Pb2/P6R/5B2 w - - 3 42,448
1k6/1r3p1p/5P2/1BP1K3/1n5P/pR2Pb2/P6R/8 b - - 4 42,-253
1k6/1r3p1p/5P2/1BP1K3/1n5P/pR2P3/P3b2R/8 w - - 5 43,600
2k5/4rp1p/5P2/2P1K3/Bn5P/p3P3/P3b2R/1R6 w - - 9 45,1020
2k5/4Pp1p/8/2P1K3/Bn5P/p3P3/P6R/1R3b2 w - - 1 46,9995
2k5/4Pp1p/8/2P1K3/1n5P/p3P3/P1B4R/1R3b2 b - - 2 46,-823
2k5/4Pp1p/3K4/2P5/7P/p2nP3/P1B1b2R/1R6 w - - 5 48,9999
2k5/4Pp1p/3K4/2P4b/7P/p2BP3/P6R/1R6 w - - 1 49,9999
2k5/4Pp1p/3K4/2P5/4B2P/p3P3/P3b2R/1R6 w - - 3 50,9999
2k5/4Pp1p/3K4/2P5/4B2P/p3P3/P3b1R1/1R6 b - - 4 50,-9998
2k5/4Pp1p/b2K4/2P5/4B2P/p3P3/P5R1/1R6 w - - 5 51,9999
2k1N3/5p1p/b2K4/2P5/4B2P/p3P3/P5R1/8 w - - 1 53,1006
2k1N3/5p1p/3K2B1/2P5/7P/p3P3/P2R4/5b2 b - - 4 54,-709
2k1N3/7p/3K2B1/2P2p2/7P/p3P3/P2R4/5b2 w - - 0 55,870
2k1N3/7p/3K4/2P2p1B/7P/p3P3/P2R4/5b2 b - - 1 55,-830
2k1N3/7p/3K4/2P2p1B/7P/p3P3/P2R2b1/8 w - - 2 56,1010
2k1N3/7p/3K4/2P2p1B/3R3P/p3P3/P5b1/8 b - - 3 56,-868
4N3/1k5p/3K4/2P2p1B/3R3P/p3P3/P5b1/8 w - - 4 57,901
4N3/1k5p/3K4/2P2p1B/2R4P/p3P3/P5b1/8 b - - 5 57,-844
4N3/1k5p/3K4/2P4B/2R2p1P/p3P3/P5b1/8 w - - 0 58,886
4N3/1k5p/2bK4/2P4B/5p1P/p3P3/P1R5/8 w - - 2 59,869
8/1k4Np/2bK4/2P4B/5p1P/p3P3/P1R5/8 b - - 3 59,-800
8/k5Np/2bK4/2P4B/4Pp1P/p7/P1R5/8 b - - 0 60,-827
rnbqkbnr/1pppp2p/8/p4pp1/3P4/5N2/PPPNPPPP/R1BQKB1R w KQkq - 0 5,187
rnbqkbnr/1ppp3p/8/p3ppp1/2PP4/5N2/PP1NPPPP/R1BQKB1R w KQkq - 0 6,149
rnbqkbnr/1ppp3p/8/p3N1p1/2PPNp2/8/PP2PPPP/R1BQKB1R b KQkq - 1 7,-199
rnbqk1nr/1ppp2bp/8/p3N1p1/2PPNp2/8/PP2PPPP/R1BQKB1R w KQkq - 2 8,307
rnbqk1nr/1ppp2bp/8/p3N1p1/2PP1p2/8/PP1NPPPP/R1BQKB1R b KQkq - 3 8,-63
rnbqk1nr/1ppp3p/5b2/p3N1p1/2PP1p2/8/PP1NPPPP/1RBQKB1R b Kkq - 5 9,-53
rnbqk1nr/1ppp3p/8/p1b3p1/2PP1pN1/8/PP1NPPPP/R1BQKB1R w Kkq - 10 12,424
rnbqk1nr/1ppp3p/8/2bP2p1/p1P3NP/5p2/PP1NPPP1/R1BQKB1R w Kkq - 0 14,427
rnbqk1nr/1ppp3p/8/2bP2p1/pPP3NP/5p2/P2NPPP1/R1BQKB1R b Kkq b3 0 14,-321
rnbqk2r/1ppp3p/5n2/2bP2p1/pPP3NP/5p2/P2NPPP1/R1BQKB1R w Kkq - 1 15,507
rnbqk2r/1ppp3p/5n2/2bP2p1/pPP3NP/1Q3p2/P2NPPP1/R1B1KB1R b Kkq - 2 15,470
rnbqk1r1/1ppp3p/5n2/2bP2p1/pPP3NP/5p2/P2NPPP1/R1BQKB1R b Kq - 4 16,-141
rnb1k1r1/1ppp3p/4qn2/2PP2p1/Q1P3NP/5p2/P2NPPP1/R1B1KB1R b Kq - 0 18,-373
r1b1k1r1/1ppp3p/n3qn2/2PP2p1/Q1P3NP/5p2/P2NPPP1/R1B1KB1R w Kq - 1 19,767
r1b1k1r1/1ppp3p/n3qn1N/2PP2p1/Q1P4P/5p2/P2NPPP1/R1B1KB1R b Kq - 2 19,-416
r1b2kr1/1ppp3p/n3qn1N/2PP4/2P1N3/1Q3p1p/P2BPPP1/R3KB1R b K - 3 22,-295
r1b2k2/1ppp3p/n3qn1N/2PP4/2P1N1r1/1Q3p1p/P2BPPP1/R3KB1R w K - 4 23,637
r1b2k2/1ppp3p/n3qn1N/2PP4/2P1N1r1/5p1p/P2BPPP1/R2QKB1R b K - 5 23,-175
rnb1nk2/1ppp3p/7N/2PP4/2P1q1r1/4BP1p/P3PP2/RQ2KB1R b K - 0 26,-320
rnb1n3/1ppp2kp/7N/2PP4/2P1q3/P3BPrp/2Q1PP2/R3KB1R b K - 0 28,180
1nb1n3/1pp3kp/r2p3N/2PP4/2P1qB2/P4Prp/4PP2/R2QKB1R b K - 3 30,41
1nb1n3/rpp3kp/3p3N/2PP4/2P1qB2/P4Prp/4PP2/R2QKB1R w K - 4 31,741
1nb1n3/rpp3kp/3p3N/2PP4/2P1qB2/P3PPrp/5P2/R2QKB1R b K - 0 31,-522
1n2n3/rpp3kp/3p3N/2PP4/2P1qBb1/P3PPrp/5PB1/R2QK2R b K - 2 32,243
4n3/rppn2kp/3p3N/2PP4/2P1qBb1/P3PPrp/4QPB1/R3K2R b K - 4 33,191
4n3/1ppn2kp/3p3N/2PP4/r1P1qBb1/P3PPrp/4QPB1/R3K1R1 b - - 6 34,-16
