fen,cp
1rb4r/p1kpn3/1qn5/4pp1p/pb1pQ2N/2P5/1B1KPPPP/1R3B1R b - - 7 26,1037
1rb5/pk1pn3/1qn4r/4pp1p/pb1p3N/2P1QP2/1B1KP1PP/1R3B1R b - - 0 28,1008
1rb5/pk1pn3/1qn3r1/4pp1p/pb1p3N/B1P1QP2/3KP1PP/1R3B1R b - - 2 29,949
1rb5/pk1pn3/1qn3r1/b3pp1p/p2p3N/B1P1QP2/3KP1PP/1R3B1R w - - 3 30,-283
1rb5/pkqpn3/2n3r1/b3pp1p/p2p3N/B1P1QP2/3KP1PP/R4B1R w - - 5 31,-635
1rb5/pkqpn3/2n3r1/b3ppQp/p2p3N/B1P2P2/3KP1PP/R4B1R b - - 6 31,923
1rb5/pk1pn3/1qn2Qr1/b3pp1p/p2p3N/B1P2P2/3KP1PP/R4B1R b - - 8 32,1036
1rb5/p1kpn3/1qn2Qr1/b3pp1p/p2p3N/B1P2P2/3KP1PP/R4B1R w - - 9 33,-691
1rb5/p1kpn3/2n2Qr1/bq2pp1p/p2p3N/2P2P2/1B1KP1PP/R4B1R w - - 11 34,-966
1rb5/p1k1n3/2p3r1/bq2pp1p/p2p3N/2P2P2/1B1KP1PP/R4B1R w - - 0 35,-987
1rb5/p1k1n3/2p3r1/bq2pp1p/p2p3N/2P2P2/1B1KP1PP/4RB1R b - - 1 35,9997
1rb5/p1k1n3/2p3r1/bq2p2p/p2p1p1N/2P2P2/3KP1PP/B3RB1R b - - 1 36,9996
1rb5/p1k1n3/2p5/bq2p2p/p2p1prN/2P2P2/3KP1PP/B3RB1R w - - 2 37,-992
1rb5/p1k1n3/2p5/bq2pN1p/p2p1pr1/2P2P2/3KP1PP/B3RB1R b - - 3 37,9995
r1b5/p1k1n3/2p5/bq2pN1p/p2p1pr1/2P2P2/3KP1PP/B2R1B1R b - - 5 38,883
r1b5/2k1n1N1/p1p5/bq2p2p/p2p1pr1/2P2P2/3KP1PP/B2R1B1R b - - 1 39,974
r1b1N3/3kn3/p1p3r1/bq2p2p/p2p1p2/2P2P2/3KP1PP/B2R1B1R w - - 4 41,-882
r1b1N3/3kn3/p1p5/bq2p2p/p2p1pr1/2P2P2/2K1P1PP/B2R1BR1 b - - 7 42,912
1rb1N3/3kn3/p1p5/bq2p2p/p2p1pr1/2P2P2/2K1P1PP/B2R1BR1 w - - 8 43,-864
1rb1N3/3kn3/p1p5/bq2p2p/p2P1pr1/5P2/2K1P1PP/B2R1BR1 b - - 0 43,9998
1rb1N3/3kn3/p1p5/1q1Pp2p/p4p1r/5PP1/2KbP2P/B2R1BR1 b - - 0 45,793
1rb1N3/3kn3/p1p5/1q1P3p/p3pp1r/5PP1/2KbP2P/BR3BR1 b - - 1 46,9993
1rb5/3kn1N1/p1p5/1q1P3p/pb2pp1r/5PP1/2K1P2P/BR3BR1 b - - 3 47,9996
1rb5/3kn1N1/p1p5/q2P3p/pb2pp1r/5PP1/2K1P2P/BR3BR1 w - - 4 48,-690
2b5/3kn1N1/prp5/q2P3p/pb2pp1r/2B2PP1/2K1P2P/1R3BR1 w - - 6 49,-506
8/1b1kn1N1/prpP4/q6p/pb2pp1r/2B2PP1/2K1P2P/1R3BR1 w - - 1 50,-452
8/1b1kB1N1/prpP4/q4n1p/pb2pp1r/5PP1/2K1P2P/1R3BR1 b - - 4 51,9997
8/1b1kB1N1/prpP4/q4n1p/p3pp1r/2b2PP1/2K1P2P/1R3BR1 w - - 5 52,-673
8/1b1kB1N1/prpP4/q4n1p/p3pp1r/2b2PPB/2K1P2P/1R4R1 b - - 6 52,649
8/1b1kB1N1/p1pP4/q4n1p/p3pp1r/2b2PPB/1r2P2P/1RK3R1 b - - 8 53,820
8/1b1k2N1/p1pP1B2/q6p/p2npp2/2b2PPr/1r2P2P/1RK3R1 w - - 2 55,-976
3B4/1b1k2N1/p1pP4/5q1p/p2npp2/2b2PPr/1r2P2P/1RK3R1 w - - 4 56,-1032
3B4/1b1k4/p1pPN3/5q1p/p2npp2/2b2PPr/1r2P2P/1RK3R1 b - - 5 56,9997
3B4/1b1k4/p1pP4/q5Np/p2npp2/2b2PPr/1r2P2P/1RK3R1 w - - 8 58,-860
3B4/1b6/p1pk4/q5Np/p2nPp2/2b1P1Pr/1r5P/1RK3R1 b - - 0 59,9996
r1bqkbnr/pp2ppp1/n1p5/3p3p/1P6/P6N/1BPPPPPP/RN1QKB1R w KQkq - 0 5,24
r2qkbnr/pp2ppp1/n1p5/3p1b1p/1P2P3/P1P4N/1B1P1PPP/RN1QKB1R b KQkq - 0 6,164
r2q1bnr/pp1kppp1/n1p5/3p1b1p/1P2P3/P1P4N/1B1P1PPP/RN1QKB1R w KQ - 1 7,497
r2q1bnr/pp1kppp1/n1p5/3p1b1p/1P2P3/P1P3PN/1B1P1P1P/RN1QKB1R b KQ - 0 7,99
r2q1bnr/pp1kppp1/n7/2pp1b1p/1P2P3/P1P3PN/1B1PBP1P/RN1QK2R b KQ - 1 8,207
r2q1bnr/pp1kppp1/n7/3p1b1p/1p2P3/P1P3PN/1B1PBP1P/RN1QK2R w KQ - 0 9,556
1r1q1bnr/pp1kppp1/n7/3pPb1p/1p6/P1P3PN/1B1PBP1P/RN1QK2R w KQ - 1 10,210
2rq1bnr/pp1kppp1/n7/3pPb1p/1p6/P1P3PN/1B1PBP1P/RN1QKR2 w Q - 3 11,165
2rq1bnr/pp1kppp1/n7/3pPb1B/1p6/P1P3PN/1B1P1P1P/RN1QKR2 b Q - 0 11,307
2rq1bnr/pp1kppp1/n7/3pP3/1p4b1/P1P3P1/1B1P1P1P/RN1QKR2 w Q - 0 13,-400
2rq1bnr/pp1kppp1/n7/3pP3/1p4b1/P1P2QP1/1B1P1P1P/RN2KR2 b Q - 1 13,957
3q1bn1/pp1kppp1/n7/2rpP3/1p4b1/P1P2QP1/1B1P1P1r/RN3KR1 b - - 1 15,862
1q3bn1/pp1kppp1/n7/2rpP3/1p4b1/P1P2QP1/1B1P1P1r/RN3KR1 w - - 2 16,-336
1q3bn1/pp1kppp1/n7/2rpP2b/1p6/P1P3P1/1B1P1P1r/RN3KRQ w - - 4 17,-369
1q3bn1/pp1kppp1/n7/2rpP2b/Pp6/2P3P1/1B1P1P1r/RN3KRQ b - - 0 17,871
1q3bn1/pp2pp2/n1k5/2rpP1pb/PP6/6P1/1B1P1P1r/RN3KRQ w - - 0 19,180
1q3bn1/pp2pp2/n1k5/2rQP2b/PP4p1/6P1/3P1P1r/RNB2KR1 b - - 0 20,793
1q3bn1/pp2pp2/nk6/2rQP2b/PP4p1/6P1/3P1P1r/RNB2KR1 w - - 1 21,-84
1q3bn1/pp2pp2/nk6/3QP2b/PP4p1/2P3P1/5P1r/R1B2KR1 b - - 0 22,143
q4bn1/pp2pp2/nk6/3QP2b/PP4p1/2P3P1/5P1r/R1B2KR1 w - - 1 23,530
q4bn1/pp2p3/nk6/3QPp1b/PP4p1/2P3P1/5P1r/R1B2K1R w - f6 0 24,583
q4bn1/pp2p3/nk6/1P1QPp1b/P5p1/2P3P1/5P1r/R1B2K1R b - - 0 24,-73
q4b2/pp2p3/nk3n2/1P1QPp1b/P5p1/2P3P1/5P1r/R1B2K1R w - - 1 25,407
q4b2/pp2p2n/nk6/1P2Pp1b/P5p1/2P3P1/Q4P1R/R1B2K2 b - - 0 26,-469
q7/pp2p2n/nk5b/1P2Pp1b/P5p1/2P3P1/3Q1P1R/R1B2K2 b - - 2 27,250
q4n2/pp2p3/nk5b/1P2Pp1b/P5p1/2P3P1/3Q1P1R/R1B2K2 w - - 3 28,591
q4n2/pp2p3/nk5b/1P2P2b/P4pp1/2P3P1/4QP1R/R1B2K2 w - - 0 29,598
q4n2/pp2p3/nP5b/2k1P2b/P4pp1/2P3P1/4QP2/R1B2K1R b - - 0 30,-539
q7/pp2p2n/nk5b/P3P2b/5pp1/2P3P1/2Q2P2/R1B2K1R b - - 0 32,-424
q7/ppk1p2n/n6b/P3P2b/5pp1/2P3P1/2Q2P2/R1B2K1R w - - 1 33,416
q7/ppk1p2n/n6b/P3P2b/5pp1/2P1B1P1/2Q2P2/R4K1R b - - 2 33,-180
q7/p1k1p2n/np5b/P3P2b/5Pp1/2P1B3/2Q2P2/R4K1R b - - 0 34,511
3k4/p3p2n/np5b/P3P2b/5Pp1/2P1Bq2/2Q2P2/R4KR1 w - - 3 36,482
3k4/p3p2n/np5b/P3P2b/5Pp1/2P1Bq2/5P2/R1Q2KR1 b - - 4 36,-204
3k4/p3p2n/np6/P3P2b/5bp1/2P1Bq2/5P2/R1Q2K1R b - - 1 37,787
q2k4/p3p2n/np6/P3P2b/5bp1/2P1B3/5P2/R1Q2K1R w - - 2 38,521
q2k4/p3p2n/np6/P3P2b/5bp1/2P1B3/5P2/R1Q1K2R b - - 3 38,634
3k4/pq2p2n/np6/P3P2b/5bp1/2P1B3/5P2/R1Q1K2R w - - 4 39,374
3k4/pq2p2n/np6/P3P2b/5bp1/2P1B3/5P2/R2QK2R b - - 5 39,-335
4k3/pq2p2n/np6/P3P2b/5bp1/2P1B3/5P2/R2QK2R w - - 6 40,387
4k3/pq2p2n/np6/P3P2b/5bQ1/2P1B3/5P2/R3K2R b - - 0 40,839
4k3/pq2p2n/np2Q1b1/P3P3/5b2/2P1B3/5P2/R3K2R w - - 3 42,907
4k3/pq2p2n/np2Q1b1/P3P3/3B1b2/2P5/5P2/R3K2R b - - 4 42,402
4k3/pq2p2n/np2Q3/P3P3/3B1b2/2Pb4/5P2/R3K2R w - - 5 43,103
4k3/pq2p2n/nB2Q3/P3P3/5b2/2Pb4/5P2/R3K2R b - - 0 43,9999
1n2k3/pq2p2n/1B2Q3/P3P3/5b2/2Pb4/5P2/R3K2R w - - 1 44,81
1n2k3/pq2p2n/1B6/P3P3/5b2/2Pb3Q/5P2/R3K2R b - - 2 44,127
1n2k3/p2qp2n/1B6/P3P3/5b2/2Pb3Q/5P2/R3K2R w - - 3 45,292
1n2k3/p2qp2n/1B6/P3P3/5b2/2Pb4/5P2/R3KQ1R b - - 4 45,468
1n2k3/p3p2n/1B2P3/P2q4/5b2/2Pb4/5P2/R3KQ1R b - - 0 46,522
1n2k3/4p2n/Pp2P2R/8/5b2/2Pbq3/5P2/R3KQ2 w - - 1 49,625
1n2k3/4p2n/Pp2P2R/8/5b2/2PbP3/8/R3KQ2 b - - 0 49,-713
1n2k3/4p2n/Pp2P2R/8/5b2/2P1P3/8/R3Kb2 w - - 0 50,703
1n2k3/2b1p2n/Pp2P1R1/8/8/2P1P3/8/R3Kb2 w - - 2 51,591
1n2k3/4p2n/Pp2P3/8/6R1/2P1P1b1/8/R3Kb2 w - - 4 52,673
1n2k1n1/4p3/Pp2P3/8/8/2P1P1b1/8/R2K1b2 w - - 0 54,-297
1n2k3/4p3/Pp2Pn2/8/8/2P1P1b1/R7/3K1b2 w - - 2 55,5
1n3k2/4p3/Pp2Pn2/8/R7/2P1P1b1/8/3K1b2 w - - 4 56,-224
1n3k2/4p3/Pp2Pn2/8/R3P3/2P3b1/8/3K1b2 b - - 0 56,612
1n3k2/4p3/Pp2P3/8/R3P1n1/2P3b1/8/3K1b2 w - - 1 57,21
1n3k2/4p3/Pp2P3/8/1R2P1n1/2P3b1/8/3K1b2 b - - 2 57,522
1n3k2/4p3/Pp2P3/8/4P1n1/2P5/1R6/3Kbb2 b - - 4 58,325
1n6/4p1k1/Pp2P3/8/4P1n1/2P5/1R6/3Kbb2 w - - 5 59,223
1n6/4p1k1/Pp2P3/8/1R2P1n1/2P5/8/3Kbb2 b - - 6 59,516
1n6/4p1k1/Pp2P3/1b6/1R2P1n1/2P5/8/3Kb3 w - - 7 60,-25
rnbqkb1r/pp1ppp1p/2p3pn/8/8/1P4P1/P1PPPPBP/RNBQK1NR w KQkq - 0 4,80
rnbqkb1r/pp1ppp1p/2B3pn/8/8/1P4P1/P1PPPP1P/RNBQK1NR b KQkq - 0 4,414
rnb1kb1r/pp2pp1p/2p3pn/8/8/1P3PP1/P1PNP2P/R1BQK1NR b KQkq - 0 6,-523
r1b1kb1r/pp1npp1p/2p3pn/8/8/1P3PP1/P1PNP2P/R1BQK1NR w KQkq - 1 7,547
r1b1kb1r/pp1npp1p/2p3pn/8/8/1P3PP1/P1P1P2P/RNBQK1NR b KQkq - 2 7,-401
r1b1kb1r/p3pp1p/2p3pn/1p2n3/P7/1P3PP1/2PNP2P/R1BQK1NR b KQkq - 1 9,-451
r3kb1r/p3pp1p/2p1b1pn/1p2n3/P7/1P3PP1/R1PNP2P/2BQK1NR b Kkq - 3 10,-406
r3kb1r/p3pp1p/2p1b1pn/1p6/P5n1/1P3PP1/R1PNP2P/2BQK1NR w Kkq - 4 11,479
3rkb1r/p3pp1p/2p1b2n/1p4p1/P5P1/1P4P1/1RPNPK1P/2BQ2NR b k - 1 13,-294
3rkb1r/p3pp1p/2p4n/1p3bp1/P5P1/1P4P1/1RPNPK1P/2BQ2NR w k - 2 14,569
1r2kb1r/p3pp1p/2p4n/1p3bp1/P5P1/1P4PP/1RPNPK2/2BQ2NR w k - 1 15,740
1r2kb1r/4pp1p/2p4n/pp3bp1/P5P1/1P4PP/R1PNPK2/2B2QNR b k - 1 16,-710
3rkb1r/3bpp1p/2p4n/pp4p1/P5P1/1P2P1PP/R1PN1K2/2B2QNR w k - 1 18,669
3rkb1r/3bpp1p/2p4n/pp4p1/P5P1/1P2P1PP/R1PNK3/2B2QNR b k - 2 18,-576
3rkb1r/3bp2p/2p4n/pp3pp1/P5P1/1P2P1PP/R1PNK3/2B2QNR w k - 0 19,679
2brkb1r/4p2p/2p4n/pp3pp1/P1P3P1/1P2P1PP/R2NK3/2B2QNR w k - 1 20,606
2b1kb1r/4p2p/2pr3n/pp3pp1/P1P3P1/1P2P1PP/1R1N4/2B1KQNR b k - 4 21,-547
2b1kb1r/4p2p/2pr3n/pp4p1/P1P2pP1/1P2P1PP/3N4/1RB1KQNR b k - 1 22,-566
4kb1r/4p2p/2pr3n/pp3bp1/P1P2pP1/1P2P1PP/3N4/1RB1KQNR w k - 2 23,691
4kb1r/4p2p/2pr3n/pp3bp1/P1P1PpP1/1P4PP/3N4/1RB1KQNR b k - 0 23,-651
5b1r/3kp2p/2pr3n/pp3bp1/P1P1PpP1/1P4PP/3N4/1RB1KQNR w - - 1 24,745
5b1r/3kp2p/2pr3n/pp3bp1/P1P1PpP1/1P3NPP/8/1RB1KQNR b - - 2 24,-512
2k2b1r/4p2p/2pr3n/pp3bp1/P1P1PpP1/1P3NPP/8/1RB1KQNR w - - 3 25,699
2k2b1r/4p2p/2pr3n/pp3bp1/P1P1PpP1/1P3NPP/1R6/2B1KQNR b - - 4 25,-521
5b1r/3kp2p/2pr3n/pp3bp1/P1P1PpP1/1P3NPP/1R6/2B1KQNR w - - 5 26,742
5b1r/3kp2p/2pr3n/pp3bp1/P1PNPpP1/1P4PP/1R6/2B1KQNR b - - 6 26,-511
5b1r/3k3p/2pr3n/pp2pbp1/P1PNPpP1/1P4PP/1R1B4/4KQNR b - - 1 27,-467
5b1r/4k2p/2pr3n/pp2pbp1/P1PNPpP1/1P4PP/1R1B4/4KQNR w - - 2 28,709
5b1r/4k2p/2pr3n/pp2pPp1/P1PN1pP1/1P4PP/1R1B4/4KQNR b - - 0 28,-674
5b1r/4k2p/2pr3n/pp2pPp1/PBPN2P1/1P4pP/1R6/4KQNR b - - 1 29,-536
4kb1r/7p/2pr3n/pp2pPp1/PBPN2P1/1P4pP/1R6/4KQNR w - - 2 30,733
5br1/3k3p/2pr3n/pp2pPp1/PBPN2PP/1P4p1/1R2Q3/4K1NR w - - 3 32,696
5br1/3k3p/2pr3n/pp2pPp1/PBPN2PP/1P4p1/1R6/3QK1NR b - - 4 32,-385
5br1/3k3p/2pr3n/1P2pPp1/pBPN2PP/1P6/1R4p1/3QK1NR w - - 0 34,645
5br1/3k3p/3r3n/1p2pPp1/p1PN2PP/1P6/1R1B2p1/3QK1NR w - - 0 35,467
5br1/3k3p/3r4/1p2pPp1/p1P3nP/1P6/1R1BN1p1/3QK1NR w - - 0 36,395
5br1/2k4p/3r4/1p2pPP1/p1P3n1/1P6/1R1BN1p1/3QK1NR w - - 1 37,546
5br1/2k4p/3r4/4pPP1/pPp3n1/2N5/1R1B4/3QK1Nr w - - 0 39,363
5br1/2k4p/3r4/4pPP1/pPp3n1/8/1R1BN3/3QK1Nr b - - 1 39,-259
5br1/2k4p/3r4/4pPP1/1Pp3n1/p7/1R1BN3/3QK1Nr w - - 0 40,271
5br1/2k5/3r2Pp/4pP2/1Pp3n1/p7/1R1BN3/3QK1Nr w - - 0 41,245
5br1/2k5/3r2Pp/4pP2/1Pp3n1/p7/1R2N3/2BQK1Nr b - - 1 41,657
1k3br1/3Q4/1r4Pp/4pP2/1Pp3n1/p7/1R2N3/2B1K1Nr w - - 4 43,321
1k3br1/3Q4/1r4Pp/4pP2/1Pp3n1/pR6/4N3/2B1K1Nr b - - 5 43,0
1k4r1/3Q2b1/1r4Pp/4pP2/1Pp3n1/pRN5/8/2B1K1Nr b - - 7 44,0
1k5r/6b1/1r1Q2Pp/4pP2/1Pp3n1/pRN5/8/2B1K1Nr b - - 9 45,608
1k5r/6b1/3r2Pp/4pP2/1Pp3n1/pR6/8/2BNK1r1 w - - 0 47,-867
1k2r3/6b1/3r2Pp/4pP2/1Pp3n1/pR6/4K3/2BN2r1 w - - 2 48,-706
1k2r3/6b1/6Pp/4pP2/1Pp3n1/pR1rN3/4K3/2B3r1 w - - 4 49,-699
1k2r3/3r2b1/5PPp/4p3/1Pp3n1/pR2N3/4K3/2B3r1 w - - 1 50,-563
1k2r3/5rb1/6Pp/4p3/1Pp3n1/pR2N3/4K3/2B3r1 w - - 0 51,-508
1k2r3/6b1/6Pp/4p3/1PN3n1/pR1K4/5r2/2B3r1 b - - 2 52,9999
1kr5/6b1/6Pp/4p3/1PN3n1/pR1K4/5r2/2B3r1 w - - 3 53,-899
1kr5/6b1/6Pp/4p3/1PN2Bn1/pR1K4/5r2/2r5 b - - 6 54,9997
1kr5/6b1/6Pp/4p3/1Pr2Bn1/1R1K4/p2N1r2/8 w - - 2 56,-788
1kr5/6b1/6Pp/4p1B1/1Pr3n1/1R1K4/p2N1r2/8 b - - 3 56,9999
1kr5/6b1/5rPp/4p1B1/1Pr3n1/1R1K4/p2N4/8 w - - 4 57,-777
1kr5/6b1/4r1Pp/4p3/1Pr2Bn1/1R1K4/p2N4/8 w - - 6 58,-831
1kr5/6b1/4r1Pp/4B3/1P4n1/R2K4/p2N4/2r5 b - - 0 59,937
1k6/2r3b1/4r1Pp/4B3/1P4n1/R2K4/p2N4/2r5 w - - 1 60,-756
rnbqkb1r/ppppppp1/8/5n1p/3P4/8/PPP1PPPP/RNQ1KBNR w KQkq - 2 4,-489
rnbqkb1r/ppppppp1/8/5n1p/3P4/P7/1PP1PPPP/RNQ1KBNR b KQkq - 0 4,519
rnbqkb1r/p1p1ppp1/8/1p1p1n1p/3P4/P4P2/1PP1P1PP/RNQ1KBNR w KQkq - 0 6,-513
rnbqkb1r/p1p1ppp1/8/1p1p1n1p/2PP4/P4P2/1P2P1PP/RNQ1KBNR b KQkq - 0 6,590
rnbqkb1r/p1p2pp1/4p3/1p1p1n1p/2PP4/P4P2/1P2P1PP/RNQ1KBNR w KQkq - 0 7,-502
rnbqkb1r/p1p2pp1/4p3/1p1p1n1p/2PP2P1/P4P2/1P2P2P/RNQ1KBNR b KQkq - 0 7,599
rn1qkb1r/p1pb1pp1/4p3/1p1p1n1p/2PP2P1/P3QP2/1P2P2P/RN2KBNR b KQkq - 2 8,981
rn1qkb1r/p2b1pp1/2p1p3/1p1p3p/2Pn1PP1/P3Q3/1P2P2P/RN2KBNR w KQkq - 0 10,-492
rn1qkb1r/p2b2p1/2p1p3/1p1p1p1p/2PQ1PP1/P6P/1P2P3/RN2KBNR b KQkq - 0 11,400
rn1qkb1r/p2b2p1/2p1p3/1p3p1p/2pQ1PP1/P6P/1P2P3/RN2KBNR w KQkq - 0 12,-242
rn1qkb1r/3b2p1/p1p1p3/1pQ4p/2p2Pp1/P6P/1P2PKB1/RN4NR b kq - 1 14,992
rn2k2r/3bb1p1/p1p1pq2/1p2Q2p/2p2Pp1/P6P/1P2PKB1/RN4NR w kq - 4 16,-253
rn2k2r/3bb1p1/p1p1pq2/1p1Q3p/2p2Pp1/P6P/1P2PKB1/RN4NR b kq - 5 16,974
rn2k2r/3bb1p1/p1p2q2/1p1p3p/2p2Pp1/P6P/1P2PKB1/RN4NR w kq - 0 17,-962
rn2k2r/3bb1p1/p1p2q2/1p1p3p/2p2Pp1/P4B1P/1P2PK2/RN4NR b kq - 1 17,1037
rn2k2r/3b2p1/p1p2q2/1p1p3p/2p1BPp1/b6P/1P2PK2/RN4NR b kq - 1 18,1073
rn2k2r/3b2p1/p1p2qB1/1p5p/2pp1Pp1/b6P/1P2PK2/RN4NR b kq - 1 19,935
rnb2k1r/6p1/p1p2qB1/1p5p/2pp1Pp1/b6P/1P2P3/RN2K1NR w - - 4 21,-788
rnb3kr/6p1/p1p2qB1/1p5p/2pp1PpP/b7/1P2P3/RN2K1NR w - - 1 22,-789
rnb3kr/4b1p1/p1p2qB1/1p5p/1PppPPpP/2N5/8/R3K1NR b - e3 0 24,938
rnb3kr/6p1/p1p2qB1/1p5p/1bppPPpP/2N5/8/R3K1NR w - - 0 25,-818
rnb3kr/6p1/R1p2qB1/1p5p/1bp1PPpP/2Np4/3K4/6NR b - - 0 26,9998
rnb3kr/4q1p1/2p3B1/Rpb4p/2p1PPpP/2Np4/3K4/6NR w - - 3 28,-498
rnb3k1/4q1p1/2p3Br/Rpb4p/2p1PPpP/2Np3R/8/3K2N1 b - - 6 29,908
Rnb3k1/6p1/2p3Br/1pbq3p/2p1PPpP/2Np3R/8/3K2N1 w - - 1 31,-242
Rnb3k1/6p1/2p3Br/1pbq3p/2p1PPpP/2Np1N1R/8/3K4 b - - 2 31,553
Rn4k1/6p1/b1p3Br/1pbP3p/2p2PpP/2Np1N1R/8/3K4 b - - 0 32,88
Rn4k1/6p1/b1p3Br/2bP3p/1pp2PpP/2Np1N1R/8/3K4 w - - 0 33,197
Rn6/6pk/b1p3r1/2bP1P1B/1ppN3P/2Np2pR/8/3K4 w - - 3 36,9995
Rn6/4b1pk/b5r1/3p1P1B/1pp4P/3p2p1/N3N2R/3K4 b - - 3 38,290
1n6/1b2b2k/R4pr1/3p3B/1pp4P/3p2p1/N3N2R/3K4 b - - 1 40,683
1n6/1b2b2k/R4pr1/3p3B/1pp4P/6p1/N2pN2R/3K4 w - - 0 41,-165
1n6/1b2b2k/5pr1/R2p3B/1pp4P/6p1/N2pN2R/3K4 b - - 1 41,516
1n6/1b2b2k/5pr1/3p3B/R1p4P/1p4p1/N2pN2R/3K4 b - - 1 42,608
1n4k1/1b2b3/5pr1/3p3B/R6P/1pp3p1/N2p3R/2NK4 w - - 0 44,-302
1n4k1/1b2b3/5pr1/3p3B/R6P/1pp3p1/N2p1R2/2NK4 b - - 1 44,789
1n4k1/1b2b3/5pr1/3p3B/R6P/2p3p1/Np1p1R2/2NK4 w - - 0 45,-439
1n4k1/1b2b3/5pr1/3p3B/R4R1P/2p3p1/Np1p4/2NK4 b - - 1 45,810
1n4k1/1b2b3/5pr1/3p3B/R4R1P/2p3p1/Np6/2nK4 w - - 0 46,-303
6k1/1b2b3/n4pr1/3p3B/R6P/2p3p1/Np6/2nK1R2 w - - 2 47,-364
6k1/1b2b3/n4pr1/3p3B/6RP/2p3p1/Np2n3/3K1R2 b - - 5 48,1074
6k1/1b2b3/n5r1/3p1p1B/6RP/2p3p1/Np2n3/3K1R2 w - - 0 49,-80
6k1/1b2b3/n5r1/3p1p1B/6RP/2p3p1/Np2n3/3KR3 b - - 1 49,9995
4n1k1/1b2b3/6r1/3p1p1B/6RP/2p3p1/Np2R3/3K4 w - - 1 51,319
4n1k1/1b2b3/6r1/3p1p1B/2R4P/2p3p1/Np2R3/3K4 b - - 2 51,920
4n1k1/8/b5r1/2Rp1p1B/7b/2p3p1/Np2R3/4K3 b - - 3 53,9998
4n1k1/8/b2r4/2Rp1p1B/7b/2p3p1/Np2R3/4K3 w - - 4 54,-410
4n1k1/8/b2r4/1R1p1p1B/7b/2p3p1/Np2R3/4K3 b - - 5 54,1010
4n3/7k/b2r4/1R1p1p1B/7b/2p3p1/Np2R3/4K3 w - - 6 55,-721
4n3/7k/b2r4/1R1p1p1B/7b/2N3p1/1p2R3/4K3 b - - 0 55,734
8/2n1b2k/b2r4/1R1p1p1B/8/2N3p1/1p2R3/5K2 w - - 3 57,-332
1R6/2n1b2k/b2r4/3p1p1B/8/2N3p1/4R3/1n3K2 w - - 0 58,-275
1R6/2n1b2k/b2r4/3p1p1B/8/6p1/N3R3/1n3K2 b - - 1 58,530
r1bqkb1r/pppp1ppp/n3p2n/8/4PN2/8/PPPP1PPP/RNBQKB1R b KQkq - 4 4,-37
r1bqkb1r/pppp1ppp/4p2n/8/1n2PN2/8/PPPP1PPP/RNBQKB1R w KQkq - 5 5,106
r1bqkb1r/pppp1ppp/n3p2n/8/4PN2/5Q2/PPPP1PPP/RNB1KBR1 b Qkq - 8 6,33
r1bqkb1r/pp1p1ppp/n3p2n/2p5/4PN2/5Q2/PPPP1PPP/RNB1KBR1 w Qkq - 0 7,87
r1bqkb1r/pp1p1p1p/n3N2n/2p3p1/4P3/5Q2/PPPP1PPP/RNB1KBR1 w Qkq - 0 8,657
r1bqkb1r/pp1p1p1p/n3N2n/2p3p1/4P3/1P3Q2/P1PP1PPP/RNB1KBR1 b Qkq - 0 8,196
r1bqkb1r/pp1p1p1p/n3N3/2p2np1/4P3/1P3Q2/P1PP1PPP/RNB1KBR1 w Qkq - 1 9,562
r1bqkb1r/pp1p1p1p/n3N3/2p2np1/4P3/1P6/P1PPQPPP/RNB1KBR1 b Qkq - 2 9,99
r1bqkb1r/pp1pnp1p/n3N3/2p3p1/4P3/1P6/P1PPQPPP/RNB1KBR1 w Qkq - 3 10,620
r1bqkb1r/pp1pnp1p/n3N3/2p3p1/2P1P3/1P6/P2PQPPP/RNB1KBR1 b Qkq - 0 10,387
r1bqkb1r/pp1pnp2/n3N2p/2p1P1p1/2P5/1P6/P2PQPPP/RNB1KBR1 b Qkq - 0 11,412
r1b1kb1r/ppqpnp2/n3N2p/2p1P1p1/2P5/NP6/P2PQPPP/R1B1KBR1 b Qkq - 2 12,98
r1b1kb1r/ppq1np2/n3N2p/2ppP1p1/2P5/NP6/P2PQPPP/R1B1KBR1 w Qkq d6 0 13,583
r1b1kb1r/ppq1np2/n3N2p/2p1P1p1/1PPp4/8/P1NPQPPP/R1B1KBR1 b Qkq - 0 14,464
rqb1kb1r/pp3p2/n3N1np/2p1P1p1/1PPp4/8/P1NP1PPP/R1BQKB1R w Qkq - 5 17,-92
rqb1kb1r/pp3p2/n3N1np/2p1P1p1/1PPp4/5P2/P1NP2PP/R1BQKB1R b Qkq - 0 17,532
rqb2b1r/pp2kp2/n3N1np/2p1P1p1/1PPp4/5P2/P1NP2PP/R1BQKB1R w Q - 1 18,-41
rqb2b1r/pp2kp2/n3N2p/2p1P1p1/1PPp3n/P4P2/2NP2PP/R1BQKB1R w Q - 1 19,-5
rq3b1r/pp2kp2/n6p/2p1P1N1/1PPp2bn/P4P2/2NP2PP/R1BQKB1R w Q - 1 20,220
rq3b1r/pp2kp2/n6p/1Pp1P1N1/2Pp2bn/P4P2/2NP2PP/R1BQKB1R b Q - 0 20,-131
rq3b1r/pp2kp2/n5np/1Pp1P1N1/2Pp2b1/P4P2/2NP2PP/R1BQKB1R w Q - 1 21,283
