fen,cp
2b1qrk1/r1n1b2p/7n/Pp1pppp1/P1pP4/5P1P/1B2PKB1/2RQ2NR b - - 1 23,697
2b2rk1/r1nqb2p/7n/Pp1pppp1/P1pP4/1Q3P1P/1B2PKB1/2R3NR b - - 3 24,782
2b2rk1/r1nqb2p/7n/P2pppp1/p1pP4/1Q3P1P/1B2PKB1/2R3NR w - - 0 25,-597
2b2rk1/r1nqb2p/7n/P2pppp1/p1pP1P2/1Q5P/1B2PKB1/2R3NR b - - 0 25,805
2b2r2/r1nqbk1p/7n/P2pppp1/p1pP1P2/1Q5P/1B2PKB1/2R3NR w - - 1 26,-521
2b2r2/r1nqbk1p/7n/P2ppp2/p1pP1p2/BQ3B1P/4PK2/2R3NR b - - 1 27,853
2b2r2/r1nqb2p/6kn/P2ppp2/p1pP1p2/BQ3B1P/4PK2/2R3NR w - - 2 28,-421
1Qb2r2/r1nqb2p/6kn/P2ppp2/p1pP1p2/B4B1P/4PK2/2R3NR b - - 3 28,545
1Qbb1r2/r1nq3p/6kn/P2ppp2/p1pP1p2/B4B1P/4PK2/2R3NR w - - 4 29,-151
1Qbb1r2/r1nq3p/6kn/P2ppp2/pBpP1p2/5B1P/4PK2/2R3NR b - - 5 29,535
1Qbb1rn1/r1nq3p/6k1/P2ppp2/pBpP1p2/5B1P/4PK2/2R3NR w - - 6 30,-137
2bb1rn1/1rnq2kp/8/PQ1ppp2/pBpP1p2/5B1P/4P3/2R1K1NR w - - 10 32,-551
2bb1rn1/1rnq2kp/8/PQ1pPp2/pBp2p2/5B1P/4P3/2R1K1NR b - - 0 32,780
2b2rn1/1rnq2kp/8/PQ1pPp2/pBp2p1b/5B1P/4P3/2R1K1NR w - - 1 33,-778
2b2rn1/1rnq3p/7k/PQ1pPp2/pBp2p1b/5B1P/4P3/2RK2NR w - - 3 34,-74
2b2rn1/1rnq3p/7k/PQ1pPp2/pBp2p1b/5B1P/4P3/1R1K2NR b - - 4 34,394
2b2rn1/1rn4p/3qP2k/PQ1p1p2/pBp2p2/5B1P/4P3/1R1Kb1NR w - - 1 36,285
2b2rn1/1rn4p/3qP2k/PQ1p1p2/pBp2p2/5B1P/4P2R/1R1Kb1N1 b - - 2 36,559
2b2rn1/1rn4p/3qP2k/PQ1p1p2/pBp2p2/5B1P/4P1R1/1R1Kb1N1 w - - 5 38,490
2b2rn1/1rn4p/3qP2k/PQ1p1p2/pBp2p2/5B1P/2K1P1R1/1R2b1N1 b - - 6 38,528
1rb3n1/2n4p/3qPr1k/PQ1p1p2/pBp2pB1/7P/2K1P1R1/1R2b1N1 w - - 9 40,-84
1rb3n1/1Qn4p/3qPr1k/P2p1p2/pBp2pB1/7P/2K1P1R1/1R2b1N1 b - - 10 40,563
1rb3n1/1Qnq3p/4Pr1k/P2p1p2/pBp2pB1/7P/1K2P1R1/1R2b1N1 b - - 12 41,601
1rb3n1/1Qnq3p/4Pr2/P2p1pk1/pBp2pB1/7P/1K2P1R1/1R2b1N1 w - - 13 42,292
1rb3n1/1Qnq3p/4Pr2/P2p1pk1/pBp2p2/5B1P/1K2P1R1/1R2b1N1 b - - 14 42,-87
1rb3n1/1Qnq3p/4Pr1k/P2p1p2/pBp2p2/5B1P/1K2P1R1/1R2b1N1 w - - 15 43,288
1rb3n1/1Qnq3p/4Pr1k/P2p1p2/pBp2p2/5B1P/1K2PR2/1R2b1N1 b - - 16 43,563
1rb2rn1/1Qnq3p/4P2k/P2p1p2/pBp2p2/5B1P/3bPR2/1RK3N1 w - - 19 45,207
1rb2rn1/1Qnq3p/4P2k/P2p1p2/p1p2p2/5B1P/3BPR2/1RK3N1 b - - 0 45,-266
1rb2rn1/1Qn4p/2q1P2k/P2p1p2/p1p2p2/5B1P/3BPR2/1RK3N1 w - - 1 46,712
1rb2rn1/1Qn4p/2q1P2k/P2p1p2/p1p2p2/5B1P/1K1BPR2/1R4N1 b - - 2 46,760
1rb2rn1/1Qn4p/q3P2k/P2p1p2/p1p2p2/5B1P/1K1BPR2/R5N1 b - - 4 47,1028
1rb2rn1/1qn4p/4P2k/P2p1p2/p1p2p2/2K2B1P/3BPR2/R5N1 b - - 1 48,9999
1rb2rn1/1q5p/n3P2k/P2p1p2/p1p2p2/2K2B1P/3BPR2/R5N1 w - - 2 49,-580
1rb2rn1/1q5p/n3P2k/P2p1p2/p1p2p1P/2K2B2/3BPR2/R5N1 b - - 0 49,9999
1rb2r2/7p/n1q1Pn1k/P2p1p1P/p1p2p2/2K2B2/3BPR2/R5N1 w - - 1 51,-506
qrb2r2/7p/n3Pn1k/P2p1p1P/p1pK1p2/5B2/3BP2R/R5N1 b - - 4 52,756
q1b2r2/1r5p/n3Pn1k/P2p1p1P/p1pK1p2/4BB2/4P2R/3R2N1 w - - 9 55,-580
q1b2r2/1r5p/n3Pn1k/P2p1p1P/p1pK1p2/3RBB2/4P2R/6N1 b - - 10 55,841
q1b2r2/7p/n3Pn1k/P2p1p1P/prpK1p1R/3RBB2/4P3/6N1 b - - 12 56,883
qrb2r2/7p/n3Pn1k/P2p1p1P/p1pK1p1R/3RBB2/4P3/6N1 w - - 13 57,-518
qr5r/3b3p/n3Pn1k/P2p1p1P/p1pK1p2/3RB2R/4P1B1/6N1 w - - 17 59,-473
qr5r/3b3p/n3Pn1k/P2p1p1P/p1pK1B2/3R3R/4P1B1/6N1 b - - 0 59,504
qr5r/3b2kp/n3Pn2/P2p1p1P/p1pK1B2/3R3R/4P1B1/6N1 w - - 1 60,-532
rnbqkb1r/1ppppp1p/p6n/6p1/8/NPP2P2/P2PP1PP/R1BQKBNR b KQkq - 0 4,31
rnbqkb1r/2pppp1p/p6n/1p4p1/8/NPP2PP1/P2PP2P/R1BQKBNR b KQkq - 0 5,-55
rnbqk2r/3pppbp/p1p4n/1p4p1/1P6/N1P2PP1/P2PP2P/R1BQKBNR w KQkq - 0 7,9
rnbqkr2/3pppbp/p1p4n/1p4p1/1P6/N1P2PPN/P2PP2P/R1BQKB1R w KQq - 2 8,132
1nbqkr1b/r2p1p1p/p1p1p2n/1p4p1/1PN2N2/1QP2PP1/P2PP2P/R1B1KB1R w KQ - 0 11,192
1nbqkr1b/r2p1p1p/p1p1p2n/1p4p1/1PN2N1P/1QP2PP1/P2PP3/R1B1KB1R b KQ - 0 11,339
1nb1k1rb/r2pqp1p/p1p1p2n/1p1N2p1/1P3N1P/1QP2PP1/P2PP3/R1B1KB1R b KQ - 4 13,241
1nb1k1r1/r2pqpbp/p1p1p2n/1p1N2p1/1P3N1P/1QP2PP1/P2PPK2/R1B2B1R b - - 6 14,180
1nb1k1r1/1r2qpbp/p1p1p2n/1p1p2p1/1P3N1P/BQP1NPP1/P2PPK2/1R3B1R w - - 0 18,110
1nb1k1r1/1rq2pbp/p1p1p2n/1p1p2p1/1P3N1P/BQP1NPP1/P2PPK2/1R3BR1 w - - 2 19,227
1nb1k1r1/1rq2pbp/p1p1p1Nn/1p1p2p1/1P5P/BQP1NPP1/P2PPK2/1R3BR1 b - - 3 19,436
2b1k1r1/1rqn1pbp/p1p1p1Nn/1p1p2p1/1P5P/BQP1NPP1/P2PPK2/1R3BR1 w - - 4 20,-118
2b1k1r1/1rq2p1p/pnp1p1N1/1p1p1np1/1P4PP/B1b1NP2/P2PPK2/1R1Q1B1R w - - 0 23,-171
2b1k1r1/1rq1np1p/pnp1p1N1/1p1p2p1/1P4PP/B1b1NP2/P2PP3/1R1Q1BKR w - - 2 24,140
2b1k1r1/1rq1np1p/pnp1p3/1p1pN1p1/1P4PP/B1b1NP2/P2PP3/1R1Q1BKR b - - 3 24,520
2b1k2r/1rq1np1p/pnp1p3/1p1pN1P1/1P4P1/B3NP2/PR1bP3/3Q1BKR b - - 0 26,625
2b1k2r/1rq1np1p/pn2p3/1pppN1P1/1P4P1/B3NP2/PR1bP3/3Q1BKR w - - 0 27,10
2b1k2r/1r2np1p/pn2p3/1pppq1P1/1P4P1/B3QP2/PR2P3/5BKR w - - 0 29,547
2b1k2r/1r2np1p/pn2p3/1pppq1P1/1P4P1/B1Q2P2/PR2P3/5BKR b - - 1 29,513
2b1k2r/1r2np1p/pn2p3/1ppp2P1/1P2q1P1/B1Q2P2/PR2P3/5BKR w - - 2 30,727
2b1k2r/1r2np1p/pn2p3/1ppp2P1/1P2q1P1/B4P2/PR2P3/4QBKR b - - 3 30,520
2b1k2r/1r2np1R/pn2p3/1ppp2P1/1P4P1/B4P2/P2RP3/2q1QBK1 b - - 2 32,499
2b1k3/1r2np1r/pn2p3/1ppp2P1/1P4P1/B4P2/P2RP3/2q1QBK1 w - - 0 33,264
2b1k3/1r2np1r/pn2p3/1pp3P1/1P1p2P1/B2R1P2/P3P3/1q2QBK1 w - - 2 35,252
2b1k3/1r2npr1/pn2p3/1pp3P1/1P1p2P1/3R1P2/P3PQ2/1qB2BK1 b - - 5 36,761
2b2kn1/1r3pr1/pn2p1P1/1pp5/1P1p2P1/3R1PQ1/P3P3/1qB2BK1 b - - 0 38,433
2b2kn1/1r3pr1/pn2p1P1/1p6/1p1p2P1/3R1PQ1/P3P3/1qB2BK1 w - - 0 39,-278
2b2kn1/1r3pr1/pn2p1P1/1p6/1p1p2P1/2R2PQ1/P3P3/1qB2BK1 b - - 1 39,519
2b2k2/1r2npr1/pn2p1P1/1p6/1p1p2P1/2R2PQ1/PB2P3/1q3BK1 b - - 3 40,547
2b2k2/1r3pr1/pn2p1P1/1p1n4/1p1p2P1/2R2PQ1/PB2P3/1q3BK1 w - - 4 41,-353
2b2k2/1r3pr1/pn2p1P1/1p1n4/1p1p1QP1/2R2P2/PB2P3/1q3BK1 b - - 5 41,905
2b2k2/r4pr1/pnR1p1P1/1p1n4/1p1p1QP1/5P2/PB2P3/1q3BK1 b - - 7 42,532
2b2k2/r4pr1/pnR1p1PQ/1p1n4/1p1p2P1/5P2/PB2P3/1q3BK1 w - - 10 44,-78
2b2k2/1r3pr1/pn2p1PQ/1p1n4/1p1p2P1/5P2/PBR1P2K/5q2 b - - 1 46,593
2b2k2/1r3pr1/pn2p1PQ/1p1n4/1p1p2P1/5P2/PBR1P2K/3q4 w - - 2 47,-505
n1b2k2/1r3pr1/p3p1PQ/1p1n4/1p1p2P1/4PP1K/PBR5/3q4 b - - 2 48,609
n1b2k2/1r3pr1/p3p1PQ/1p1n4/1p1p2P1/4PP1K/P1R5/B5q1 b - - 4 49,647
n1b2k2/1r4r1/p3p1pQ/1p1n4/1p1p2P1/4PP1K/P1R5/B5q1 w - - 0 50,-543
n1b2k2/r5r1/p3p1pQ/1p1n4/1p1p2PK/4PP2/P1R5/B5q1 w - - 2 51,-523
n1b2k2/r5r1/p3p1pQ/1p1n4/1p1p2PK/4PP2/P6R/B5q1 b - - 3 51,980
n1b2k2/r5r1/p3p1pQ/1p1n4/1p1p2qK/4PP2/P6R/B7 w - - 0 52,62
n1b2k2/r5r1/p3p2Q/1p1n2p1/1p1p2PK/4P3/P6R/B7 w - - 0 53,133
n1b2k2/r5r1/p3p3/1p1n2Q1/1p1p2PK/4P3/P6R/B7 b - - 0 53,651
n1b2k2/r5r1/p3p3/1p4Q1/1p1p2PK/4n3/P6R/B7 w - - 0 54,322
n1b5/r3k1r1/p3p3/1p6/1p1p2PK/4n3/P4R2/B7 w - - 0 56,-897
n1b5/r3k1r1/p3p3/1p6/1p1p2PK/4n3/P7/B4R2 b - - 1 56,971
n1b5/r3k1r1/4p3/pp6/1p1p2PK/5R2/P1n5/B7 w - - 0 58,-871
n1b5/r4kr1/4p3/pp6/1p1p2PK/4R3/P1n5/B7 w - - 2 59,-846
n1b1k3/r5r1/4p3/pp6/1p1p2PK/5R2/P1n5/B7 w - - 4 60,-835
n1b1k3/r5r1/4p3/pp6/1p1p2PK/4R3/P1n5/B7 b - - 5 60,1037
rnbqkbnr/pppppp1p/6p1/8/1P5P/6P1/P1PPPP2/RNBQKBNR w KQkq - 0 4,82
rnbqkbnr/pppppp1p/6p1/8/1P5P/6P1/PBPPPP2/RN1QKBNR b KQkq - 1 4,-75
rnbqkbnr/pppppp2/6pp/8/1P5P/6P1/P1PPPP2/RNBQKBNR b KQkq - 1 5,48
rnbqkbnr/1ppppp2/p5pp/8/1P5P/6P1/P1PPPP2/RNBQKBNR w KQkq - 0 6,-6
rnbqkbnr/1ppppp2/p5pp/8/1P5P/6PN/P1PPPP2/RNBQKB1R b KQkq - 1 6,81
rnbqkbnr/2pppp2/p5pp/1p6/1P5P/6P1/P1PPPP2/RNBQKBNR b KQkq - 1 7,86
rnbqkbnr/3ppp2/p1p3pp/1p6/1P5P/2N3P1/P1PPPP2/R1BQKBNR b KQkq - 1 8,98
rnb1k1nr/3pp1b1/pqp2ppp/1p6/1P2N1PP/8/P1PPPP2/R1BQKBNR w KQkq - 3 11,-23
rnb1k1nr/3pp1b1/pqp2ppp/1p6/1P4PP/2N5/P1PPPP2/R1BQKBNR b KQkq - 4 11,122
rnb1k1nr/3pp1b1/pq3p1p/1pp3p1/1P4PP/B1N5/P1PPPP2/R2QKBNR w KQkq - 0 13,210
rnb1k1nr/3p2b1/pq3p1p/1pP1p1pP/6P1/B1N5/P1PPPP2/R2QKBNR b KQkq - 0 14,-160
rnb1k2r/3pn1b1/pq3p1p/1pP1p1pP/6P1/B1N5/P1PPPP2/R2QKBNR w KQkq - 1 15,730
rnb1k2r/4n1b1/pq3p1p/1pPpp1pP/6P1/B1N5/P1PPPP2/2RQKBNR w Kkq d6 0 16,724
rnb1k2r/q3n1b1/p4p1p/1pPpp1pP/4P1P1/B1N5/P1PP1P2/2RQKBNR w Kkq - 1 17,232
rnb1k1r1/q3n1b1/p1P2p1p/1p1Pp1pP/6P1/B1N5/P1PP1P2/2RQKBNR b Kq - 0 18,-357
rnb1k1r1/q5b1/p1P2pnp/1p1Pp1pP/6P1/B1N5/P1PP1P2/R2QKBNR b Kq - 2 19,-303
rnb1kn1r/q5b1/p1P2p1p/1pNPp1pP/6P1/B7/P1PP1P2/R2QKBNR b Kq - 6 21,-406
rnb1kn1r/5qb1/p1P4p/1pNPpppP/6P1/B7/P1PPBP2/R2QK1NR w Kq - 0 23,329
rnb1kn1r/5qb1/p1P4p/1BNPpppP/6P1/B7/P1PP1P2/R2QK1NR b Kq - 0 23,291
rnb1kn1r/6b1/p1P4p/1BNPpppq/6P1/B7/P1PP1P2/R2QK1NR w Kq - 0 24,591
1nb1kn1r/r5b1/N1P4p/1B1Ppppq/6P1/B7/P1PP1P2/R2QK1NR w K - 1 25,702
1N2kn1r/r5b1/b1P4p/1B1Ppppq/6P1/B7/P1PP1P2/R2QK1NR w K - 1 26,725
1N3n1r/4rkb1/b1P4p/1B1PpppP/8/B2P4/P1P2P2/R2QK1NR w K - 1 28,882
1N5r/2P1rkb1/b6p/1B1PpppP/2P4n/B2P4/P4P2/R2QK1NR w K - 1 30,849
1N3k1r/2P1r1b1/b6p/1B1PpppP/2P3Qn/B2P4/P2K1P2/R5NR b - - 4 31,-777
1N3k2/2P1r2r/B2P1b1p/5ppP/2P1P1Qn/B7/P2K1P2/R5NR b - - 0 34,-927
1N2k3/2P1r2r/B2P1b1p/5ppP/2P1P1Qn/B7/P2K1P2/R5NR w - - 1 35,1113
4k3/2PNr2r/B2P1b1p/5ppP/2P1P1Qn/B7/P2K1P2/R5NR b - - 2 35,-1007
4k3/2PNr3/B2P1brp/5ppP/2P1P1Qn/B7/P2K1P1R/R5N1 w - - 5 37,9994
2Rbk3/3N4/B2Pr1rp/5ppP/2P1PPQn/B7/P2K3R/R5N1 w - - 1 39,861
2Rbk3/3N4/B2Pr1rp/4PppP/2P2PQn/B7/P2K3R/R5N1 b - - 0 39,-906
2Rbk1r1/3N4/B2Pr2p/4PppP/2P2PQn/B7/P2K3R/R5N1 w - - 1 40,946
2Rbk1r1/3N4/B2Pr2p/2B1PppP/2P2PQn/8/P2K3R/R5N1 b - - 2 40,-958
2Rbk1r1/3N4/B2Pr2p/2B1PppP/2P2PQ1/5n2/P2K3R/R5N1 w - - 3 41,1055
2Rbk1r1/3N4/B2Pr2p/2B1PppP/2P2PQ1/2K2n2/P6R/R5N1 b - - 4 41,-952
2Rbk3/3N2r1/B2Pr2p/4PppP/2P2PQ1/B1K2n2/P6R/R5N1 w - - 7 43,9993
2Rbk3/3N2r1/B2Pr2p/4PppP/2P2PQ1/B1K2n1R/P7/R5N1 b - - 8 43,-956
2Rbk3/3N3r/B2Pr2p/4PppP/2P2PQ1/B1K2n1R/P7/R5N1 w - - 9 44,1278
2Rbk3/3N3r/B2Pr2p/4nppP/2P2PQ1/2K4R/PB6/R5N1 w - - 0 45,1144
2Rbk3/3N3r/B2Pr2p/4nppP/1KP2PQ1/7R/PB6/R5N1 b - - 1 45,-925
2Rbk3/3N1r2/B2Pr2p/4nppP/1KP2PQ1/7R/PB6/R5N1 w - - 2 46,998
2Rbk3/3N1r2/B2Pr2p/4nppP/1KP2PQ1/7R/PB6/2R3N1 b - - 3 46,-910
2Rbk3/3N3r/B2Pr2p/5ppP/1KP2Pn1/8/PB5R/2R3N1 w - - 0 48,884
2Rbk3/3Nrr2/B2P3p/5ppP/2P2Pn1/K7/PBR5/2R3N1 b - - 5 50,-761
2Rbk3/3N1r2/B2P3p/5ppP/2P1rPn1/K7/PBR5/2R3N1 w - - 6 51,804
2Rbk3/3N1r2/B2P3p/5ppP/2P2Pn1/K1R5/PB2r3/2R3N1 w - - 8 52,1015
2Rbk3/3N1r2/B2P3p/2P2ppP/5Pn1/K1R5/PB2r3/2R3N1 b - - 0 52,-914
2Rbk3/3Nr3/B2P3p/2P2ppP/5Pn1/K1R5/PB5r/4R1N1 w - - 3 54,9999
2Rbk3/8/BN1Pr2p/2P2ppP/5Pn1/K1R5/PB5r/4R1N1 w - - 5 55,1169
3bk3/8/B1RPr2p/2PN1ppP/5P2/K1R5/PB3n1r/4R1N1 b - - 8 56,-737
3bk3/8/B1RPr2p/2PN1ppP/5P2/K7/PBR2nr1/4R1N1 b - - 10 57,-741
3brk2/8/B1RP3p/2PNRppP/5P2/K7/PBR2nr1/6N1 w - - 13 59,959
3brk2/8/B1RP3p/2PNRpPP/8/K7/PBR2nr1/6N1 b - - 0 59,-876
3br3/6k1/B1RP3p/2PNRpPP/8/K7/PBR2nr1/6N1 w - - 1 60,1374
r1bqkbnr/ppppp2p/2n3p1/5p2/P7/2N3P1/1PPPPP1P/R1BQKBNR w KQkq - 0 4,60
1rbqkbnr/ppppp2p/2n3p1/5p2/P7/2N3P1/1PPPPP1P/R1BQKBNR b KQk - 3 5,20
1rbqkbnr/ppppp2p/6p1/n4p2/P7/2N3P1/1PPPPP1P/R1BQKBNR w KQk - 4 6,84
1rbqkbnr/pp1pp2p/6p1/n1p2p2/P7/6PN/NPPPPP1P/R1BQKB1R b KQk - 1 7,31
r1bqkbnr/pp1pp2p/6p1/n4p2/P1p3P1/7N/NPPPPP1P/R1BQKB1R w KQk - 1 9,-9
r1bqkbnr/pp1pp2p/6p1/n4p2/P1p3P1/7N/NPPPPPBP/R1BQK2R b KQk - 2 9,72
r1bqkbnr/pp1p3p/4p1p1/n4p2/P1p3P1/7N/NPPPPPBP/R1BQK2R w KQk - 0 10,73
1rbqkbnr/pp1p3p/2B1p1p1/n4p2/P1p3P1/7N/NPPPPP1P/R1BQK2R w KQk - 2 11,-112
1rbqkbnr/pp1p3p/2B1p1p1/n4p2/P1p1P1P1/7N/NPPP1P1P/R1BQK2R b KQk - 0 11,398
r1bqkbnr/pp1p3p/2B1p1p1/n4p2/P1pPP1P1/7N/NPP2P1P/R1BQK2R b KQk d3 0 12,303
r1b1kbnr/pp1p3p/2B1p1p1/n4p2/P1pPP1Pq/7N/NPP2P1P/R1BQK2R w KQk - 1 13,-278
r1b1kbnr/pp1p3p/2B1p1p1/n4p2/P1pPP1Pq/1P5N/N1P2P1P/R1BQK2R b KQk - 0 13,437
r1b1kbnr/pp1p3p/2B1p3/n4pp1/P1pPP1Pq/1PP4N/N4P1P/R1BQK2R b KQk - 0 14,439
r1bk1bnr/pp1p4/2B1p2p/n4pp1/P1pPP1Pq/1PP4N/N4P1P/R1BQ1RK1 w - - 2 16,-340
r1bk1bnr/pp1p4/2B1p2p/n4pp1/P1pPPNPq/1PP5/N4P1P/R1BQ1RK1 b - - 3 16,375
r1bk1bnr/pp6/2B1p2p/n2p1pp1/P1pPPNPq/BPP5/N4P1P/R2Q1RK1 b - - 1 17,384
r1b3nr/pp1k4/4p2p/3p1pp1/PnpPP1Pq/bPP2P1P/N5N1/R2Q1RK1 w - - 1 21,426
r1b3nr/1p1k4/4p2p/p2p1pp1/PnpPP1Pq/bPP2P1P/N5N1/R1Q1R1K1 b - - 1 22,617
1rb3nr/1p2Q3/2k1p2p/p2p1P2/P1pPP2q/bPP2P1P/Nn4N1/R3R1K1 w - - 3 26,369
1rb3nr/1p6/2k1p2p/p2p1PQ1/P1pPP2q/bPP2P1P/Nn4N1/R3R1K1 b - - 4 26,633
1rb3nr/1p2b3/2k1p2p/p2p1PQ1/P1pPP2q/1PP2P1P/Nn4N1/R3R1K1 w - - 5 27,-195
1rb3nr/1p2b3/2k1p2p/p2p1PQ1/P1pPP2q/1PP2P1P/Nn2R1N1/R5K1 b - - 6 27,669
1rb3nr/1p2b3/3kp2p/p2p1PQ1/P1pPP2q/1PP2P1P/Nn2R1N1/R5K1 w - - 7 28,130
1rb3nr/1p2b3/3k3p/p2p1p2/P1pPP2Q/1PP2P1P/Nn2R1N1/R5K1 w - - 0 29,604
1rb3nr/1p2b3/3k3p/p2p1p2/P1pPP2Q/1PP2P1P/Nn2R1N1/1R4K1 b - - 1 29,161
1rb3nr/1p2b3/3k3p/p2pPp2/n1pP3Q/1PP2P1P/N3R1N1/1R4K1 b - - 0 30,-491
1rb3nr/1pk1b3/7p/p2pPp2/n1pP3Q/1PP2P1P/N3R1N1/1R4K1 w - - 1 31,535
1rb3nr/1pk1b3/7p/p2pPp2/nPpP3Q/2P2P1P/N3R1N1/1R4K1 b - - 0 31,272
1rb3n1/1pk1b2r/7p/p1npPp2/1PpP3Q/2P2P1P/N1R3N1/1R4K1 w - - 3 33,371
1r4n1/1pkbb2r/7p/p1PpPp2/2pP3Q/2P2P1P/N1R3N1/1R4K1 w - - 1 34,578
2r3n1/1pkbbr2/5Q1p/p1PpPp2/1RpP1P2/2P4P/N1R3N1/6K1 b - - 0 36,253
1r4n1/1pkbbr2/5Q1p/p1PpPp2/1RpP1P2/2P4P/NR4N1/6K1 b - - 2 37,246
2r3n1/1pkbbr2/5Q1p/p1PpPp2/1RpP1P2/2P4P/NR4N1/6K1 w - - 3 38,9998
2r5/1pkbbr2/2P1Qn1p/p2pPp2/1RpP1P2/2P4P/NR4N1/6K1 b - - 0 39,-106
5r2/1pk1br2/2P1bn1p/p2pPp2/2RP1P2/2P4P/NR4N1/6K1 w - - 1 41,26
2k2r2/1p2br2/2P1bn1p/p2pPp2/1RRP1P2/2P4P/N5N1/6K1 w - - 3 42,-383
3k1r2/1p2br2/1RP1bn1p/p2pPp2/2RP1P2/2P4P/N5N1/6K1 w - - 5 43,261
5r2/1pk2r2/2Pbbn1p/p2pPp2/2RP1P2/2P4P/N1R2KN1/8 w - - 11 46,-253
5r2/2k2r2/2Pbbn1p/pp1pPp2/2RP1P2/2P4P/2R2KN1/2N5 w - - 0 47,-283
5r2/2k2r2/2Pbbn1p/pp1pPp2/2RP1P2/2P4P/2R3N1/2N2K2 b - - 1 47,535
5r2/2k2r2/2P1bn1p/ppbpPp2/2RP1P2/2P4P/2R1K1N1/2N5 b - - 3 48,528
r7/2k2r2/2P1bn1p/ppbpPp2/2RP1P2/2P4P/2R1K1N1/2N5 w - - 4 49,52
3r4/2kr4/2P1bn1p/ppbpPp2/2RP1P2/2P1K2P/3R2N1/2N5 w - - 8 51,296
3r4/3r4/2k1bn1p/ppbpPp2/2RP1P2/2P1K2P/4R1N1/2N5 w - - 0 52,376
3r4/3r4/2k1bn1p/ppbpPp2/2RP1P2/2P4P/4RKN1/2N5 b - - 1 52,517
3r4/1k1r4/4b2p/ppPpPp2/2R1nP2/2P4P/4RKN1/2N5 w - - 1 54,-402
3r4/1k1r4/4b2p/ppP1Pp2/2p2P2/2P4P/3R2N1/2N1K3 w - - 0 56,-283
5r2/1k1r4/4b2p/ppP1Pp2/2p2P2/2P4P/6N1/2NRK3 w - - 4 58,-264
5r2/1k1r4/4b2p/ppP1Pp2/2p2P2/2P4P/4N1N1/3RK3 b - - 5 58,326
5r2/1k1r4/7p/ppPbPp2/2p2P2/2P3NP/6N1/3RK3 b - - 7 59,297
5r2/3r4/k6p/ppPbPp2/2p2P2/2P3NP/6N1/3RK3 w - - 8 60,-191
5r2/3r4/k6p/ppPbPp2/2p2P2/2P3NP/6N1/2R1K3 b - - 9 60,473
rnbqk1nr/p1ppppbp/1p4p1/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 2 4,-91
rnbqk1nr/2ppppbp/pp4p1/8/1P4P1/8/P1PPPP1P/RNBQKBNR w KQkq - 0 5,-151
rnbqk1nr/2ppppbp/pp4p1/6P1/1P6/8/P1PPPP1P/RNBQKBNR b KQkq - 0 5,394
rnbqk1nr/2pppp1p/pp4p1/6P1/1P1b4/8/P1PPPP1P/RNBQKBNR w KQkq - 1 6,-66
rnbqk1nr/2pppp1p/pp4p1/1P4P1/8/4b3/P1PPPP1P/RNBQKBNR w KQkq - 1 7,402
rnbqk2r/2pppp1p/pp3np1/1P4P1/8/3Pb3/P1P1PP1P/RNBQKBNR w KQkq - 1 8,406
r1bqk2r/3ppp1p/ppn2np1/1Pp3P1/3P1P2/4b3/P1P1P2P/RNBQKBNR w KQkq - 1 10,251
r1bqk2r/3ppp1p/ppn2np1/1Pp3P1/3P1P2/3Qb3/P1P1P2P/RNB1KBNR b KQkq - 2 10,305
rnbqk2r/3ppp1p/pp3np1/1Pp3P1/3P1P2/3Qb3/P1P1P2P/RNB1KBNR w KQkq - 3 11,361
rnbqk2r/3ppp1p/pp3np1/1Pp3P1/3P1P2/3Q4/PBP1P2P/RNb1KBNR w KQkq - 5 12,355
rnbqk2r/3ppp1p/pp3np1/1Pp3P1/3P1P2/P2Q4/1BP1P2P/RNb1KBNR b KQkq - 0 12,392
rnbqk2r/3ppp1p/pp3np1/1P4P1/2pP1P2/P2Q4/1BP1PK1P/RNb2BNR b kq - 1 13,633
rn1qk2r/1b1ppp1p/pp3np1/1P4P1/2pP1P2/P2Q4/2P1PK1P/RNB2BNR b kq - 0 14,561
1n1qk1r1/rb1ppp1p/pp3np1/1P4P1/2pP1P2/P3Q3/2P1PK1P/RNB2BNR w - - 3 16,392
1n1qk1r1/rb1ppp1p/pp4p1/1P4P1/2pP1Pn1/P3Q3/1BP1PK1P/RN3BNR w - - 5 17,-595
1n1qkr2/r2ppp1p/pp4p1/1P4P1/P1pPbPn1/2Q5/1BP1P2P/RN2KBNR b - - 0 19,-105
rn1qkr2/3ppp1p/pp4p1/1P4P1/P1pPbPn1/1Q6/1BP1P2P/RN2KBNR b - - 2 20,579
rn1qkr2/3ppp1p/1p4p1/pP4P1/P1pPbPn1/1Q6/1BP1P1BP/RN2K1NR b - - 1 21,288
1n1qkr2/3p1p1p/rp2p1p1/pP4P1/P1pPbPn1/BQ6/2P1P1BP/RN2K1NR w - - 2 23,600
1n1qk1r1/3p1p1p/rp2p1p1/pP4P1/P1pPbPn1/BQ2P3/2P3BP/RN2K1NR w - - 1 24,314
1n1qk1r1/3p1p1p/rp2p1p1/pP4P1/PQpPbP2/B3P3/2P2nBP/RN2K1NR w - - 3 25,529
1n1qk1r1/3p1p1p/rp2p1p1/pP4P1/PQpPbP2/B3P3/2PN1nBP/R3K1NR b - - 4 25,246
